"","symbol","NMF.rank","MMF.localization","SAFE.domain","SAFE.localization","Entrez","BioGRID","HGNC","RefSeq","UniProt","Approved","Suggested.Symbol"
"521","CCDC168",14,"Golgi apparatus","-","-",643677,568961,"HGNC:26851","NM_001146197","Q8NDH2",TRUE,"CCDC168"
"522","CCDC174",9,"nucleoplasm","1","no prediction",51244,119402,"HGNC:28033","NM_016474","Q6PII3",TRUE,"CCDC174"
"523","CCDC18",12,"centrosome","10","centrosome",343099,131230,"HGNC:30370","NM_206886","Q5T9S5",TRUE,"CCDC18"
"524","CCDC186",1,"cell junction","1","no prediction",55088,120401,"HGNC:24349","NM_018017","Q7Z3E2",TRUE,"CCDC186"
"525","CCDC22",12,"centrosome","20","cell junction, plasma membrane",28952,118780,"HGNC:28909","NM_014008","O60826",TRUE,"CCDC22"
"526","CCDC25",5,"actin cytoskeleton, cytosol","-","-",55246,120537,"HGNC:25591","NM_018246","Q86WR0",TRUE,"CCDC25"
"527","CCDC43",16,"cytoplasmic ribonucleoprotein granule","13","cytoplasmic ribonucleoprotein granule",124808,125890,"HGNC:26472","NM_144609","Q96MW1",TRUE,"CCDC43"
"528","CCDC47",15,"nuclear outer membrane-ER membrane network","19","nuclear outer membrane-ER membrane network",57003,121318,"HGNC:24856","NM_020198","Q96A33",TRUE,"CCDC47"
"529","CCDC50",5,"actin cytoskeleton, cytosol","-","-",152137,127431,"HGNC:18111","NM_174908","Q8IVM0",TRUE,"CCDC50"
"530","CCDC57",12,"centrosome","10","centrosome",284001,129725,"HGNC:27564","NM_198082","Q2TAC2",TRUE,"CCDC57"
"531","CCDC58",18,"mitochondrial inner membrane, mitochondrial intermembrane space","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",131076,126270,"HGNC:31136","NM_001017928","Q4VC31",FALSE,"MIX23"
"532","CCDC59",8,"nucleolus","3","splicing speckles, nucleolus",29080,118850,"HGNC:25005","NM_014167","Q9P031",TRUE,"CCDC59"
"533","CCDC6",5,"actin cytoskeleton, cytosol","-","-",8030,113725,"HGNC:18782","NM_005436","Q16204",TRUE,"CCDC6"
"534","CCDC61",12,"centrosome","10","centrosome",729440,609841,"HGNC:33629","NM_001080402","Q9Y6R9",TRUE,"CCDC61"
"535","CCDC66",12,"centrosome","10","centrosome",285331,130082,"HGNC:27709","NM_001012506","A2RUB6",TRUE,"CCDC66"
"536","CCDC71L",2,"chromatin","22","chromatin, nucleoplasm",168455,127965,"HGNC:26685","NM_175884","Q8N9Z2",TRUE,"CCDC71L"
"537","CCDC77",12,"centrosome","10","centrosome",84318,124044,"HGNC:28203","NM_032358","Q9BR77",TRUE,"CCDC77"
"538","CCDC8",1,"cell junction","20","cell junction, plasma membrane",83987,123838,"HGNC:25367","NM_032040","Q9H0W5",TRUE,"CCDC8"
"539","CCDC85C",1,"cell junction","20","cell junction, plasma membrane",317762,130463,"HGNC:35459","NM_001144995","A6NKD9",TRUE,"CCDC85C"
"540","CCDC86",2,"chromatin","22","chromatin, nucleoplasm",79080,122529,"HGNC:28359","NM_024098","Q9H6F5",TRUE,"CCDC86"
"541","CCDC88A",1,"cell junction","20","cell junction, plasma membrane",55704,120829,"HGNC:25523","NM_017571","Q3V6T2",TRUE,"CCDC88A"
"542","CCDC88C",1,"cell junction","20","cell junction, plasma membrane",440193,136368,"HGNC:19967","NM_001080414","Q9P219",TRUE,"CCDC88C"
"543","CCDC91",5,"actin cytoskeleton, cytosol","6","clathrin coat",55297,120584,"HGNC:24855","NM_018318","Q7Z6B0",TRUE,"CCDC91"
"544","CCDC92",5,"actin cytoskeleton, cytosol","1","no prediction",80212,123180,"HGNC:29563","NM_025140","Q53HC0",TRUE,"CCDC92"
"545","CCDC94",10,"nuclear body","22","chromatin, nucleoplasm",NA,NA,"","","",FALSE,"YJU2"
"546","CCHCR1",12,"centrosome","10","centrosome",54535,120022,"HGNC:13930","NM_019052","Q8TD31",TRUE,"CCHCR1"
"547","CCM2",11,"plasma membrane","1","no prediction",83605,123696,"HGNC:21708","NM_031443","Q9BSQ5",TRUE,"CCM2"
"548","CCNB1",17,"microtubule cytoskeleton","15","microtubule cytoskeleton",891,107332,"HGNC:1579","NM_031966","P14635",TRUE,"CCNB1"
"549","CCNB2",12,"centrosome","10","centrosome",9133,114581,"HGNC:1580","NM_004701","O95067",TRUE,"CCNB2"
"550","CCNK",10,"nuclear body","3","splicing speckles, nucleolus",8812,114339,"HGNC:1596","NM_001099402","O75909",TRUE,"CCNK"
"551","CCNT1",10,"nuclear body","22","chromatin, nucleoplasm",904,107343,"HGNC:1599","NM_001240","O60563",TRUE,"CCNT1"
"552","CCNY",11,"plasma membrane","20","cell junction, plasma membrane",219771,128575,"HGNC:23354","NM_181698","Q8ND76",TRUE,"CCNY"
"553","CCP110",12,"centrosome","10","centrosome",9738,115087,"HGNC:24342","NM_014711","O43303",TRUE,"CCP110"
"554","CCPG1",15,"nuclear outer membrane-ER membrane network","-","-",9236,114665,"HGNC:24227","NM_004748","Q9ULG6",TRUE,"CCPG1"
"555","CCSER1",1,"cell junction","-","-",401145,134948,"HGNC:29349","NM_001145065","Q9C0I3",TRUE,"CCSER1"
"556","CCSER2",17,"microtubule cytoskeleton","-","-",54462,119968,"HGNC:29197","NM_018999","Q9H7U1",TRUE,"CCSER2"
"557","CCT2",19,"miscellaneous","11","chaperonin-containing T-complex, prefoldin complex",10576,115827,"HGNC:1615","NM_006431","P78371",TRUE,"CCT2"
"558","CCT3",19,"miscellaneous","11","chaperonin-containing T-complex, prefoldin complex",7203,113054,"HGNC:1616","NM_005998","P49368",TRUE,"CCT3"
"559","CCT4",19,"miscellaneous","11","chaperonin-containing T-complex, prefoldin complex",10575,115826,"HGNC:1617","NM_001256721","P50991",TRUE,"CCT4"
"560","CCT5",19,"miscellaneous","11","chaperonin-containing T-complex, prefoldin complex",22948,116603,"HGNC:1618","NM_001306153","P48643",TRUE,"CCT5"
"561","CCT6A",19,"miscellaneous","11","chaperonin-containing T-complex, prefoldin complex",908,107346,"HGNC:1620","NM_001762","P40227",TRUE,"CCT6A"
"562","CCT6B",19,"miscellaneous","11","chaperonin-containing T-complex, prefoldin complex",10693,115932,"HGNC:1621","NM_006584","Q92526",TRUE,"CCT6B"
"563","CCT7",19,"miscellaneous","-","-",10574,115825,"HGNC:1622","NM_001009570","Q99832",TRUE,"CCT7"
"564","CCT8",19,"miscellaneous","11","chaperonin-containing T-complex, prefoldin complex",10694,115933,"HGNC:1623","NM_001282907","P50990",TRUE,"CCT8"
"565","CD2AP",5,"actin cytoskeleton, cytosol","20","cell junction, plasma membrane",23607,117140,"HGNC:14258","NM_012120","Q9Y5K6",TRUE,"CD2AP"
"566","CD2BP2",19,"miscellaneous","5","spliceosomal complex I",10421,115690,"HGNC:1656","NM_006110","O95400",TRUE,"CD2BP2"
"567","CD3EAP",9,"nucleoplasm","1","no prediction",10849,116060,"HGNC:24219","NM_012099","O15446",FALSE,"POLR1G"
"568","CD44",11,"plasma membrane","20","cell junction, plasma membrane",960,107398,"HGNC:1681","NM_000610","P16070",TRUE,"CD44"
"569","CD99",11,"plasma membrane","20","cell junction, plasma membrane",4267,110420,"HGNC:7082","NM_001122898","P14209",TRUE,"CD99"
"570","CD99L2",11,"plasma membrane","20","cell junction, plasma membrane",83692,123726,"HGNC:18237","NM_031462","Q8TCZ2",TRUE,"CD99L2"
"571","CDAN1",10,"nuclear body","22","chromatin, nucleoplasm",146059,126963,"HGNC:1713","NM_138477","Q8IWY9",TRUE,"CDAN1"
"572","CDC16",13,"mitochondrial outer membrane, peroxisome","-","-",8881,114400,"HGNC:1720","NM_003903","Q13042",TRUE,"CDC16"
"573","CDC23",13,"mitochondrial outer membrane, peroxisome","2","mitochondrial outer membrane, peroxisome",8697,114242,"HGNC:1724","NM_004661","Q9UJX2",TRUE,"CDC23"
"574","CDC27",17,"microtubule cytoskeleton","15","microtubule cytoskeleton",996,107431,"HGNC:1728","NM_001114091","P30260",TRUE,"CDC27"
"575","CDC37",19,"miscellaneous","1","no prediction",11140,116312,"HGNC:1735","NM_007065","Q16543",TRUE,"CDC37"
"576","CDC40",19,"miscellaneous","5","spliceosomal complex I",51362,119497,"HGNC:17350","NM_015891","O60508",TRUE,"CDC40"
"577","CDC42BPA",1,"cell junction","20","cell junction, plasma membrane",8476,114051,"HGNC:1737","NM_014826","Q5VT25",TRUE,"CDC42BPA"
"578","CDC42BPB",1,"cell junction","20","cell junction, plasma membrane",9578,114947,"HGNC:1738","NM_006035","Q9Y5S2",TRUE,"CDC42BPB"
"579","CDC42EP1",11,"plasma membrane","20","cell junction, plasma membrane",11135,116308,"HGNC:17014","NM_152243","Q00587",TRUE,"CDC42EP1"
"580","CDC42EP4",11,"plasma membrane","20","cell junction, plasma membrane",23580,117115,"HGNC:17147","NM_012121","Q9H3Q1",TRUE,"CDC42EP4"
"581","CDC5L",10,"nuclear body","3","splicing speckles, nucleolus",988,107424,"HGNC:1743","NM_001253","Q99459",TRUE,"CDC5L"
"582","CDC73",19,"miscellaneous","22","chromatin, nucleoplasm",79577,122724,"HGNC:16783","NM_024529","Q6P1J9",TRUE,"CDC73"
"583","CDCA2",2,"chromatin","22","chromatin, nucleoplasm",157313,127593,"HGNC:14623","NM_152562","Q69YH5",TRUE,"CDCA2"
"584","CDCA3",11,"plasma membrane","20","cell junction, plasma membrane",83461,123657,"HGNC:14624","NM_031299","Q99618",TRUE,"CDCA3"
"585","CDCA5",2,"chromatin","22","chromatin, nucleoplasm",113130,125225,"HGNC:14626","NM_080668","Q96FF9",TRUE,"CDCA5"
"586","CDCA8",2,"chromatin","22","chromatin, nucleoplasm",55143,120446,"HGNC:14629","NM_018101","Q53HL2",TRUE,"CDCA8"
"587","CDH2",1,"cell junction","20","cell junction, plasma membrane",1000,107435,"HGNC:1759","NM_001792","P19022",TRUE,"CDH2"
"588","CDIPT",9,"nucleoplasm","-","-",10423,115692,"HGNC:1769","NM_006319","O14735",TRUE,"CDIPT"
"589","CDK1",19,"miscellaneous","-","-",983,107420,"HGNC:1722","NM_001786","P06493",TRUE,"CDK1"
"590","CDK11A",10,"nuclear body","3","splicing speckles, nucleolus",728642,609064,"HGNC:1730","NM_024011","Q9UQ88",TRUE,"CDK11A"
"591","CDK11B",2,"chromatin","-","-",984,107421,"HGNC:1729","NM_001787","P21127",TRUE,"CDK11B"
"592","CDK12",10,"nuclear body","3","splicing speckles, nucleolus",51755,119715,"HGNC:24224","NM_016507","Q9NYV4",TRUE,"CDK12"
"593","CDK13",10,"nuclear body","3","splicing speckles, nucleolus",8621,114176,"HGNC:1733","NM_003718","Q14004",TRUE,"CDK13"
"594","CDK14",11,"plasma membrane","20","cell junction, plasma membrane",5218,111239,"HGNC:8883","NM_012395","O94921",TRUE,"CDK14"
"595","CDK16",11,"plasma membrane","20","cell junction, plasma membrane",5127,111154,"HGNC:8749","NM_006201","Q00536",TRUE,"CDK16"
"596","CDK17",11,"plasma membrane","20","cell junction, plasma membrane",5128,111155,"HGNC:8750","NM_002595","Q00537",TRUE,"CDK17"
"597","CDK2",2,"chromatin","-","-",1017,107452,"HGNC:1771","NM_001290230","P24941",TRUE,"CDK2"
"598","CDK3",11,"plasma membrane","-","-",1018,107453,"HGNC:1772","NM_001258","Q00526",TRUE,"CDK3"
"599","CDK4",19,"miscellaneous","-","-",1019,107454,"HGNC:1773","NM_000075","P11802",TRUE,"CDK4"
"600","CDK5RAP1",4,"mitochondrial matrix","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",51654,119661,"HGNC:15880","NM_016408","Q96SZ6",TRUE,"CDK5RAP1"
"601","CDK5RAP2",17,"microtubule cytoskeleton","15","microtubule cytoskeleton",55755,120873,"HGNC:18672","NM_018249","Q96SN8",TRUE,"CDK5RAP2"
"602","CDK5RAP3",15,"nuclear outer membrane-ER membrane network","19","nuclear outer membrane-ER membrane network",80279,123213,"HGNC:18673","NM_176096","Q96JB5",TRUE,"CDK5RAP3"
"603","CDK9",2,"chromatin","22","chromatin, nucleoplasm",1025,107459,"HGNC:1780","NM_001261","P50750",TRUE,"CDK9"
"604","CDKAL1",15,"nuclear outer membrane-ER membrane network","19","nuclear outer membrane-ER membrane network",54901,120247,"HGNC:21050","NM_017774","Q5VV42",TRUE,"CDKAL1"
"605","CDKL5",11,"plasma membrane","-","-",6792,112668,"HGNC:11411","NM_003159","O76039",TRUE,"CDKL5"
"606","CDKN2A",13,"mitochondrial outer membrane, peroxisome","-","-",1029,107463,"HGNC:1787","NM_000077","P42771",TRUE,"CDKN2A"
"607","CDKN2AIP",10,"nuclear body","22","chromatin, nucleoplasm",55602,120743,"HGNC:24325","NM_017632","Q9NXV6",TRUE,"CDKN2AIP"
"608","CDR2",5,"actin cytoskeleton, cytosol","1","no prediction",1039,107470,"HGNC:1799","NM_001802","Q01850",TRUE,"CDR2"
"609","CDR2L",5,"actin cytoskeleton, cytosol","-","-",30850,119060,"HGNC:29999","NM_014603","Q86X02",TRUE,"CDR2L"
"610","CDS2",15,"nuclear outer membrane-ER membrane network","-","-",8760,114295,"HGNC:1801","NM_003818","O95674",TRUE,"CDS2"
"611","CDV3",16,"cytoplasmic ribonucleoprotein granule","13","cytoplasmic ribonucleoprotein granule",55573,120726,"HGNC:26928","NM_017548","Q9UKY7",TRUE,"CDV3"
"612","CDYL",2,"chromatin","22","chromatin, nucleoplasm",9425,114818,"HGNC:1811","NM_004824","Q9Y232",TRUE,"CDYL"
"613","CEBPZ",8,"nucleolus","3","splicing speckles, nucleolus",10153,115455,"HGNC:24218","NM_005760","Q03701",TRUE,"CEBPZ"
"614","CELF1",10,"nuclear body","8","paraspeckles",10658,115901,"HGNC:2549","NM_006560","Q92879",TRUE,"CELF1"
"615","CELF2",10,"nuclear body","8","paraspeckles",10659,115902,"HGNC:2550","NM_001025076","O95319",TRUE,"CELF2"
"616","CELSR1",11,"plasma membrane","-","-",9620,114981,"HGNC:1850","NM_014246","Q9NYQ6",TRUE,"CELSR1"
"617","CELSR2",11,"plasma membrane","1","no prediction",1952,108272,"HGNC:3231","NM_001408","Q9HCU4",TRUE,"CELSR2"
"618","CENPB",5,"actin cytoskeleton, cytosol","1","no prediction",1059,107488,"HGNC:1852","NM_001810","P07199",TRUE,"CENPB"
"619","CENPC",9,"nucleoplasm","22","chromatin, nucleoplasm",1060,107489,"HGNC:1854","NM_001812","Q03188",TRUE,"CENPC"
"620","CENPE",17,"microtubule cytoskeleton","15","microtubule cytoskeleton",1062,107491,"HGNC:1856","NM_001286734","Q02224",TRUE,"CENPE"
"621","CENPF",17,"microtubule cytoskeleton","-","-",1063,107492,"HGNC:1857","NM_016343","P49454",TRUE,"CENPF"
"622","CENPH",12,"centrosome","1","no prediction",64946,122355,"HGNC:17268","NM_022909","Q9H3R5",TRUE,"CENPH"
"623","CENPI",9,"nucleoplasm","22","chromatin, nucleoplasm",2491,108769,"HGNC:3968","NM_006733","Q92674",TRUE,"CENPI"
"624","CENPJ",12,"centrosome","1","no prediction",55835,120939,"HGNC:17272","NM_018451","Q9HC77",TRUE,"CENPJ"
"625","CENPQ",9,"nucleoplasm","22","chromatin, nucleoplasm",55166,120466,"HGNC:21347","NM_018132","Q7L2Z9",TRUE,"CENPQ"
"626","CENPT",9,"nucleoplasm","22","chromatin, nucleoplasm",80152,123143,"HGNC:25787","NM_025082","Q96BT3",TRUE,"CENPT"
"627","CENPU",9,"nucleoplasm","22","chromatin, nucleoplasm",79682,122805,"HGNC:21348","NM_024629","Q71F23",TRUE,"CENPU"
"628","CENPV",2,"chromatin","22","chromatin, nucleoplasm",201161,128365,"HGNC:29920","NM_181716","Q7Z7K6",TRUE,"CENPV"
"629","CEP104",17,"microtubule cytoskeleton","15","microtubule cytoskeleton",9731,115080,"HGNC:24866","NM_014704","O60308",TRUE,"CEP104"
"630","CEP112",12,"centrosome","10","centrosome",201134,128362,"HGNC:28514","NM_145036","Q8N8E3",TRUE,"CEP112"
"631","CEP120",12,"centrosome","10","centrosome",153241,127486,"HGNC:26690","NM_153223","Q8N960",TRUE,"CEP120"
"632","CEP128",12,"centrosome","1","no prediction",145508,126920,"HGNC:20359","NM_152446","Q6ZU80",TRUE,"CEP128"
"633","CEP131",12,"centrosome","10","centrosome",22994,116641,"HGNC:29511","NM_014984","Q9UPN4",TRUE,"CEP131"
"634","CEP135",12,"centrosome","10","centrosome",9662,115018,"HGNC:29086","NM_025009","Q66GS9",TRUE,"CEP135"
"635","CEP152",12,"centrosome","10","centrosome",22995,116642,"HGNC:29298","NM_014985","O94986",TRUE,"CEP152"
"636","CEP162",12,"centrosome","10","centrosome",22832,116506,"HGNC:21107","NM_014895","Q5TB80",TRUE,"CEP162"
"637","CEP164",12,"centrosome","14","centrosome enriched, P-body enriched",22897,116561,"HGNC:29182","NM_014956","Q9UPV0",TRUE,"CEP164"
"638","CEP170",17,"microtubule cytoskeleton","15","microtubule cytoskeleton",9859,115193,"HGNC:28920","NM_014812","Q5SW79",TRUE,"CEP170"
"639","CEP170B",17,"microtubule cytoskeleton","15","microtubule cytoskeleton",283638,129628,"HGNC:20362","NM_001112726","Q9Y4F5",TRUE,"CEP170B"
"640","CEP192",12,"centrosome","14","centrosome enriched, P-body enriched",55125,120432,"HGNC:25515","NM_032142","Q8TEP8",TRUE,"CEP192"
"641","CEP250",12,"centrosome","10","centrosome",11190,116360,"HGNC:1859","NM_007186","Q9BV73",TRUE,"CEP250"
"642","CEP290",12,"centrosome","10","centrosome",80184,123163,"HGNC:29021","NM_025114","O15078",TRUE,"CEP290"
"643","CEP295",12,"centrosome","14","centrosome enriched, P-body enriched",85459,124543,"HGNC:29366","NM_033395","Q9C0D2",TRUE,"CEP295"
"644","CEP350",12,"centrosome","10","centrosome",9857,115191,"HGNC:24238","NM_014810","Q5VT06",TRUE,"CEP350"
"645","CEP41",17,"microtubule cytoskeleton","1","no prediction",95681,125173,"HGNC:12370","NM_018718","Q9BYV8",TRUE,"CEP41"
"646","CEP44",17,"microtubule cytoskeleton","15","microtubule cytoskeleton",80817,123315,"HGNC:29356","NM_030633","Q9C0F1",TRUE,"CEP44"
"647","CEP55",12,"centrosome","10","centrosome",55165,120465,"HGNC:1161","NM_018131","Q53EZ4",TRUE,"CEP55"
"648","CEP57L1",12,"centrosome","10","centrosome",285753,130198,"HGNC:21561","NM_173830","Q8IYX8",TRUE,"CEP57L1"
"649","CEP63",12,"centrosome","10","centrosome",80254,123200,"HGNC:25815","NM_025180","Q96MT8",TRUE,"CEP63"
"650","CEP70",12,"centrosome","10","centrosome",80321,123234,"HGNC:29972","NM_024491","Q8NHQ1",TRUE,"CEP70"
"651","CEP72",12,"centrosome","10","centrosome",55722,120844,"HGNC:25547","NM_018140","Q9P209",TRUE,"CEP72"
"652","CEP85",12,"centrosome","14","centrosome enriched, P-body enriched",64793,122301,"HGNC:25309","NM_022778","Q6P2H3",TRUE,"CEP85"
"653","CEP85L",12,"centrosome","10","centrosome",387119,132255,"HGNC:21638","NM_001042475","Q5SZL2",TRUE,"CEP85L"
"654","CEP89",1,"cell junction","20","cell junction, plasma membrane",84902,124342,"HGNC:25907","NM_032816","Q96ST8",TRUE,"CEP89"
"655","CEP95",12,"centrosome","10","centrosome",90799,124762,"HGNC:25141","NM_138363","Q96GE4",TRUE,"CEP95"
"656","CEP97",12,"centrosome","1","no prediction",79598,122737,"HGNC:26244","NM_024548","Q8IW35",TRUE,"CEP97"
"657","CEPT1",13,"mitochondrial outer membrane, peroxisome","-","-",10390,115662,"HGNC:24289","NM_006090","Q9Y6K0",TRUE,"CEPT1"
"658","CERS1",3,"ER membrane","19","nuclear outer membrane-ER membrane network",10715,115941,"HGNC:14253","NM_001290265","P27544",TRUE,"CERS1"
"659","CERS2",15,"nuclear outer membrane-ER membrane network","19","nuclear outer membrane-ER membrane network",29956,118992,"HGNC:14076","NM_022075","Q96G23",TRUE,"CERS2"
"660","CERS4",3,"ER membrane","19","nuclear outer membrane-ER membrane network",79603,122740,"HGNC:23747","NM_024552","Q9HA82",TRUE,"CERS4"
"661","CERS5",3,"ER membrane","19","nuclear outer membrane-ER membrane network",91012,124788,"HGNC:23749","NM_147190","Q8N5B7",TRUE,"CERS5"
"662","CERS6",3,"ER membrane","19","nuclear outer membrane-ER membrane network",253782,128987,"HGNC:23826","NM_203463","Q6ZMG9",TRUE,"CERS6"
"663","CFAP36",5,"actin cytoskeleton, cytosol","-","-",112942,125218,"HGNC:30540","NM_080667","Q96G28",TRUE,"CFAP36"
"664","CFAP97",17,"microtubule cytoskeleton","1","no prediction",57587,121639,"HGNC:29276","NM_020827","Q9P2B7",TRUE,"CFAP97"
"665","CFDP1",9,"nucleoplasm","22","chromatin, nucleoplasm",10428,115697,"HGNC:1873","NM_006324","Q9UEE9",TRUE,"CFDP1"
"666","CGN",12,"centrosome","1","no prediction",57530,121589,"HGNC:17429","NM_020770","Q9P2M7",TRUE,"CGN"
"667","CGNL1",12,"centrosome","1","no prediction",84952,124384,"HGNC:25931","NM_032866","Q0VF96",TRUE,"CGNL1"
"668","CHAF1A",2,"chromatin","22","chromatin, nucleoplasm",10036,115349,"HGNC:1910","NM_005483","Q13111",TRUE,"CHAF1A"
"669","CHAF1B",2,"chromatin","22","chromatin, nucleoplasm",8208,113846,"HGNC:1911","NM_005441","Q13112",TRUE,"CHAF1B"
"670","CHAMP1",2,"chromatin","22","chromatin, nucleoplasm",283489,129584,"HGNC:20311","NM_032436","Q96JM3",TRUE,"CHAMP1"
"671","CHCHD3",18,"mitochondrial inner membrane, mitochondrial intermembrane space","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",54927,120267,"HGNC:21906","NM_017812","Q9NX63",TRUE,"CHCHD3"
"672","CHCHD4",18,"mitochondrial inner membrane, mitochondrial intermembrane space","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",131474,126282,"HGNC:26467","NM_144636","Q8N4Q1",TRUE,"CHCHD4"
"673","CHCHD6",18,"mitochondrial inner membrane, mitochondrial intermembrane space","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",84303,124029,"HGNC:28184","NM_032343","Q9BRQ6",TRUE,"CHCHD6"
"674","CHD1",9,"nucleoplasm","22","chromatin, nucleoplasm",1105,107530,"HGNC:1915","NM_001270","O14646",TRUE,"CHD1"
"675","CHD1L",9,"nucleoplasm","1","no prediction",9557,114929,"HGNC:1916","NM_004284","Q86WJ1",TRUE,"CHD1L"
"676","CHD2",9,"nucleoplasm","1","no prediction",1106,107531,"HGNC:1917","NM_001271","O14647",TRUE,"CHD2"
"677","CHD3",9,"nucleoplasm","22","chromatin, nucleoplasm",1107,107532,"HGNC:1918","NM_001005273","Q12873",TRUE,"CHD3"
"678","CHD4",2,"chromatin","22","chromatin, nucleoplasm",1108,107533,"HGNC:1919","NM_001273","Q14839",TRUE,"CHD4"
"679","CHD6",9,"nucleoplasm","22","chromatin, nucleoplasm",84181,123931,"HGNC:19057","NM_032221","Q8TD26",TRUE,"CHD6"
"680","CHD7",9,"nucleoplasm","22","chromatin, nucleoplasm",55636,120775,"HGNC:20626","NM_017780","Q9P2D1",TRUE,"CHD7"
"681","CHD8",9,"nucleoplasm","22","chromatin, nucleoplasm",57680,121709,"HGNC:20153","NM_020920","Q9HCK8",TRUE,"CHD8"
"682","CHD9",9,"nucleoplasm","1","no prediction",80205,123174,"HGNC:25701","NM_025134","Q3L8U1",TRUE,"CHD9"
"683","CHERP",10,"nuclear body","3","splicing speckles, nucleolus",10523,115778,"HGNC:16930","NM_006387","Q8IWX8",TRUE,"CHERP"
"684","CHID1",6,"ER lumen","4","ER lumen",66005,122451,"HGNC:28474","NM_023947","Q9BWS9",TRUE,"CHID1"
"685","CHM",11,"plasma membrane","-","-",1121,107545,"HGNC:1940","NM_000390","P24386",TRUE,"CHM"
"686","CHML",20,"early endosome, recycling endosome","1","no prediction",1122,107546,"HGNC:1941","NM_001821","P26374",TRUE,"CHML"
"687","CHMP2B",17,"microtubule cytoskeleton","-","-",25978,117462,"HGNC:24537","NM_014043","Q9UQN3",TRUE,"CHMP2B"
"688","CHMP7",15,"nuclear outer membrane-ER membrane network","19","nuclear outer membrane-ER membrane network",91782,124879,"HGNC:28439","NM_152272","Q8WUX9",TRUE,"CHMP7"
"689","CHORDC1",19,"miscellaneous","-","-",26973,117929,"HGNC:14525","NM_012124","Q9UHD1",TRUE,"CHORDC1"
"690","CHP1",3,"ER membrane","19","nuclear outer membrane-ER membrane network",11261,116421,"HGNC:17433","NM_007236","Q99653",TRUE,"CHP1"
"691","CHPT1",3,"ER membrane","19","nuclear outer membrane-ER membrane network",56994,121309,"HGNC:17852","NM_020244","Q8WUD6",TRUE,"CHPT1"
"692","CHTOP",2,"chromatin","22","chromatin, nucleoplasm",26097,117547,"HGNC:24511","NM_015607","Q9Y3Y2",TRUE,"CHTOP"
"693","CIC",9,"nucleoplasm","22","chromatin, nucleoplasm",23152,116767,"HGNC:14214","NM_001304815","Q96RK0",TRUE,"CIC"
"694","CIP2A",19,"miscellaneous","1","no prediction",57650,121687,"HGNC:29302","NM_020890","Q8TCG1",TRUE,"CIP2A"
"695","CISD1",13,"mitochondrial outer membrane, peroxisome","2","mitochondrial outer membrane, peroxisome",55847,120949,"HGNC:30880","NM_018464","Q9NZ45",TRUE,"CISD1"
"696","CISD2",15,"nuclear outer membrane-ER membrane network","19","nuclear outer membrane-ER membrane network",493856,138922,"HGNC:24212","NM_001008388","Q8N5K1",TRUE,"CISD2"
"697","CIT",11,"plasma membrane","20","cell junction, plasma membrane",11113,116290,"HGNC:1985","NM_007174","O14578",TRUE,"CIT"
"698","CIZ1",2,"chromatin","22","chromatin, nucleoplasm",25792,117325,"HGNC:16744","NM_012127","Q9ULV3",TRUE,"CIZ1"
"699","CKAP2",17,"microtubule cytoskeleton","15","microtubule cytoskeleton",26586,117755,"HGNC:1990","NM_001098525","Q8WWK9",TRUE,"CKAP2"
"700","CKAP2L",17,"microtubule cytoskeleton","15","microtubule cytoskeleton",150468,127298,"HGNC:26877","NM_152515","Q8IYA6",TRUE,"CKAP2L"
"701","CKAP4",15,"nuclear outer membrane-ER membrane network","19","nuclear outer membrane-ER membrane network",10970,116167,"HGNC:16991","NM_006825","Q07065",TRUE,"CKAP4"
"702","CKAP5",17,"microtubule cytoskeleton","15","microtubule cytoskeleton",9793,115137,"HGNC:28959","NM_014756","Q14008",TRUE,"CKAP5"
"703","CKB",19,"miscellaneous","-","-",1152,107572,"HGNC:1991","NM_001823","P12277",TRUE,"CKB"
"704","CKMT1A",18,"mitochondrial inner membrane, mitochondrial intermembrane space","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",548596,139227,"HGNC:31736","NM_001015001","P12532",TRUE,"CKMT1A"
"705","CKS2",19,"miscellaneous","-","-",1164,107583,"HGNC:2000","NM_001827","P33552",TRUE,"CKS2"
"706","CLASP1",17,"microtubule cytoskeleton","15","microtubule cytoskeleton",23332,116919,"HGNC:17088","NM_015282","Q7Z460",TRUE,"CLASP1"
"707","CLASP2",17,"microtubule cytoskeleton","15","microtubule cytoskeleton",23122,116743,"HGNC:17078","NM_001207044","O75122",TRUE,"CLASP2"
"708","CLASRP",10,"nuclear body","3","splicing speckles, nucleolus",11129,116302,"HGNC:17731","NM_007056","Q8N2M8",TRUE,"CLASRP"
"709","CLCC1",15,"nuclear outer membrane-ER membrane network","19","nuclear outer membrane-ER membrane network",23155,116769,"HGNC:29675","NM_015127","Q96S66",TRUE,"CLCC1"
"710","CLCN7",7,"endosome, lysosome","18","endosome, lysosome",1186,107600,"HGNC:2025","NM_001287","P51798",TRUE,"CLCN7"
