"","symbol","NMF.rank","MMF.localization","SAFE.domain","SAFE.localization","Entrez","BioGRID","HGNC","RefSeq","UniProt","Approved","Suggested.Symbol"
"3374","SHB",1,"cell junction","20","cell junction, plasma membrane",6461,112358,"HGNC:10838","NM_003028","Q15464",TRUE,"SHB"
"3375","SHC1",4,"mitochondrial matrix","-","-",6464,112361,"HGNC:10840","NM_183001","P29353",TRUE,"SHC1"
"3376","SHISA2",11,"plasma membrane","20","cell junction, plasma membrane",387914,132503,"HGNC:20366","NM_001007538","Q6UWI4",TRUE,"SHISA2"
"3377","SHKBP1",12,"centrosome","14","centrosome enriched, P-body enriched",92799,124979,"HGNC:19214","NM_138392","Q8TBC3",TRUE,"SHKBP1"
"3378","SHMT2",4,"mitochondrial matrix","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",6472,112368,"HGNC:10852","NM_005412","P34897",TRUE,"SHMT2"
"3379","SHOC2",11,"plasma membrane","20","cell junction, plasma membrane",8036,113729,"HGNC:15454","NM_007373","Q9UQ13",TRUE,"SHOC2"
"3380","SHPRH",2,"chromatin","22","chromatin, nucleoplasm",257218,129208,"HGNC:19336","NM_173082","Q149N8",TRUE,"SHPRH"
"3381","SHROOM1",1,"cell junction","20","cell junction, plasma membrane",134549,126408,"HGNC:24084","NM_133456","Q2M3G4",TRUE,"SHROOM1"
"3382","SHROOM3",12,"centrosome","20","cell junction, plasma membrane",57619,121665,"HGNC:30422","NM_020859","Q8TF72",TRUE,"SHROOM3"
"3383","SHTN1",5,"actin cytoskeleton, cytosol","20","cell junction, plasma membrane",57698,121723,"HGNC:29319","NM_018330","A0MZ66",TRUE,"SHTN1"
"3384","SIL1",6,"ER lumen","4","ER lumen",64374,122145,"HGNC:24624","NM_022464","Q9H173",TRUE,"SIL1"
"3385","SIN3A",9,"nucleoplasm","22","chromatin, nucleoplasm",25942,117439,"HGNC:19353","NM_015477","Q96ST3",TRUE,"SIN3A"
"3386","SIPA1L1",12,"centrosome","14","centrosome enriched, P-body enriched",26037,117503,"HGNC:20284","NM_015556","O43166",TRUE,"SIPA1L1"
"3387","SIPA1L2",12,"centrosome","14","centrosome enriched, P-body enriched",57568,121621,"HGNC:23800","NM_020808","Q9P2F8",TRUE,"SIPA1L2"
"3388","SIPA1L3",12,"centrosome","20","cell junction, plasma membrane",23094,116722,"HGNC:23801","NM_015073","O60292",TRUE,"SIPA1L3"
"3389","SIRPA",11,"plasma membrane","20","cell junction, plasma membrane",140885,126752,"HGNC:9662","NM_080792","P78324",TRUE,"SIRPA"
"3390","SIRT1",8,"nucleolus","-","-",23411,116983,"HGNC:14929","NM_012238","Q96EB6",TRUE,"SIRT1"
"3391","SIRT2",5,"actin cytoskeleton, cytosol","-","-",22933,116593,"HGNC:10886","NM_001193286","Q8IXJ6",TRUE,"SIRT2"
"3392","SIRT3",4,"mitochondrial matrix","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",23410,116982,"HGNC:14931","NM_001017524","Q9NTG7",TRUE,"SIRT3"
"3393","SIX4",9,"nucleoplasm","22","chromatin, nucleoplasm",51804,119730,"HGNC:10890","NM_017420","Q9UIU6",TRUE,"SIX4"
"3394","SKA1",17,"microtubule cytoskeleton","1","no prediction",220134,128632,"HGNC:28109","NM_145060","Q96BD8",TRUE,"SKA1"
"3395","SKA3",17,"microtubule cytoskeleton","15","microtubule cytoskeleton",221150,128691,"HGNC:20262","NM_145061","Q8IX90",TRUE,"SKA3"
"3396","SLAIN1",17,"microtubule cytoskeleton","15","microtubule cytoskeleton",122060,125759,"HGNC:26387","NM_144595","Q8ND83",TRUE,"SLAIN1"
"3397","SLAIN2",17,"microtubule cytoskeleton","15","microtubule cytoskeleton",57606,121654,"HGNC:29282","NM_020846","Q9P270",TRUE,"SLAIN2"
"3398","SLBP",16,"cytoplasmic ribonucleoprotein granule","3","splicing speckles, nucleolus",7884,113627,"HGNC:10904","NM_006527","Q14493",TRUE,"SLBP"
"3399","SLC11A2",7,"endosome, lysosome","18","endosome, lysosome",4891,110950,"HGNC:10908","NM_000617","P49281",TRUE,"SLC11A2"
"3400","SLC12A2",11,"plasma membrane","20","cell junction, plasma membrane",6558,112447,"HGNC:10911","NM_001046","P55011",TRUE,"SLC12A2"
"3401","SLC12A4",7,"endosome, lysosome","18","endosome, lysosome",6560,112449,"HGNC:10913","NM_005072","Q9UP95",TRUE,"SLC12A4"
"3402","SLC12A6",20,"early endosome, recycling endosome","18","endosome, lysosome",9990,115311,"HGNC:10914","NM_005135","Q9UHW9",TRUE,"SLC12A6"
"3403","SLC12A7",11,"plasma membrane","20","cell junction, plasma membrane",10723,115947,"HGNC:10915","NM_006598","Q9Y666",TRUE,"SLC12A7"
"3404","SLC16A1",11,"plasma membrane","20","cell junction, plasma membrane",6566,112454,"HGNC:10922","NM_003051","P53985",TRUE,"SLC16A1"
"3405","SLC16A10",11,"plasma membrane","1","no prediction",117247,125582,"HGNC:17027","NM_018593","Q8TF71",TRUE,"SLC16A10"
"3406","SLC19A1",11,"plasma membrane","20","cell junction, plasma membrane",6573,112461,"HGNC:10937","NM_001205206","P41440",TRUE,"SLC19A1"
"3407","SLC1A1",20,"early endosome, recycling endosome","18","endosome, lysosome",6505,112396,"HGNC:10939","NM_004170","P43005",TRUE,"SLC1A1"
"3408","SLC1A3",11,"plasma membrane","20","cell junction, plasma membrane",6507,112398,"HGNC:10941","NM_004172","P43003",TRUE,"SLC1A3"
"3409","SLC1A4",11,"plasma membrane","20","cell junction, plasma membrane",6509,112400,"HGNC:10942","NM_003038","P43007",TRUE,"SLC1A4"
"3410","SLC1A5",11,"plasma membrane","20","cell junction, plasma membrane",6510,112401,"HGNC:10943","NM_001145144","Q15758",TRUE,"SLC1A5"
"3411","SLC20A1",14,"Golgi apparatus","1","no prediction",6574,112462,"HGNC:10946","NM_005415","Q8WUM9",TRUE,"SLC20A1"
"3412","SLC20A2",7,"endosome, lysosome","18","endosome, lysosome",6575,112463,"HGNC:10947","NM_001257180","Q08357",TRUE,"SLC20A2"
"3413","SLC22A5",11,"plasma membrane","20","cell junction, plasma membrane",6584,112471,"HGNC:10969","NM_003060","O76082",TRUE,"SLC22A5"
"3414","SLC25A1",19,"miscellaneous","-","-",6576,112464,"HGNC:10979","NM_005984","P53007",TRUE,"SLC25A1"
"3415","SLC25A10",19,"miscellaneous","-","-",1468,107850,"HGNC:10980","NM_001270888","Q9UBX3",TRUE,"SLC25A10"
"3416","SLC25A11",19,"miscellaneous","-","-",8402,113990,"HGNC:10981","NM_003562","Q02978",TRUE,"SLC25A11"
"3417","SLC25A12",18,"mitochondrial inner membrane, mitochondrial intermembrane space","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",8604,114164,"HGNC:10982","NM_003705","O75746",TRUE,"SLC25A12"
"3418","SLC25A13",18,"mitochondrial inner membrane, mitochondrial intermembrane space","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",10165,115467,"HGNC:10983","NM_014251","Q9UJS0",TRUE,"SLC25A13"
"3419","SLC25A17",13,"mitochondrial outer membrane, peroxisome","2","mitochondrial outer membrane, peroxisome",10478,115741,"HGNC:10987","NM_006358","O43808",TRUE,"SLC25A17"
"3420","SLC25A24",18,"mitochondrial inner membrane, mitochondrial intermembrane space","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",29957,118993,"HGNC:20662","NM_013386","Q6NUK1",TRUE,"SLC25A24"
"3421","SLC25A25",18,"mitochondrial inner membrane, mitochondrial intermembrane space","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",114789,125351,"HGNC:20663","NM_052901","Q6KCM7",TRUE,"SLC25A25"
"3422","SLC25A3",11,"plasma membrane","-","-",5250,111269,"HGNC:10989","NM_005888","Q00325",TRUE,"SLC25A3"
"3423","SLC25A4",13,"mitochondrial outer membrane, peroxisome","-","-",291,106788,"HGNC:10990","NM_001151","P12235",TRUE,"SLC25A4"
"3424","SLC25A46",13,"mitochondrial outer membrane, peroxisome","2","mitochondrial outer membrane, peroxisome",91137,124798,"HGNC:25198","NM_138773","Q96AG3",TRUE,"SLC25A46"
"3425","SLC25A5",4,"mitochondrial matrix","1","no prediction",292,106789,"HGNC:10991","NM_001152","P05141",TRUE,"SLC25A5"
"3426","SLC25A6",4,"mitochondrial matrix","1","no prediction",293,106790,"HGNC:10992","NM_001636","P12236",TRUE,"SLC25A6"
"3427","SLC26A11",7,"endosome, lysosome","18","endosome, lysosome",284129,129771,"HGNC:14471","NM_001166347","Q86WA9",TRUE,"SLC26A11"
"3428","SLC26A2",11,"plasma membrane","20","cell junction, plasma membrane",1836,108169,"HGNC:10994","NM_000112","P50443",TRUE,"SLC26A2"
"3429","SLC26A6",11,"plasma membrane","20","cell junction, plasma membrane",65010,122373,"HGNC:14472","NM_022911","Q9BXS9",TRUE,"SLC26A6"
"3430","SLC27A2",15,"nuclear outer membrane-ER membrane network","19","nuclear outer membrane-ER membrane network",11001,116194,"HGNC:10996","NM_003645","O14975",TRUE,"SLC27A2"
"3431","SLC27A3",15,"nuclear outer membrane-ER membrane network","1","no prediction",11000,116193,"HGNC:10997","NM_024330","Q5K4L6",TRUE,"SLC27A3"
"3432","SLC27A4",3,"ER membrane","19","nuclear outer membrane-ER membrane network",10999,116192,"HGNC:10998","NM_005094","Q6P1M0",TRUE,"SLC27A4"
"3433","SLC29A1",11,"plasma membrane","20","cell junction, plasma membrane",2030,108344,"HGNC:11003","NM_001078175","Q99808",TRUE,"SLC29A1"
"3434","SLC29A2",11,"plasma membrane","1","no prediction",3177,109419,"HGNC:11004","NM_001532","Q14542",TRUE,"SLC29A2"
"3435","SLC2A1",11,"plasma membrane","20","cell junction, plasma membrane",6513,112404,"HGNC:11005","NM_006516","P11166",TRUE,"SLC2A1"
"3436","SLC2A13",7,"endosome, lysosome","18","endosome, lysosome",114134,125286,"HGNC:15956","NM_052885","Q96QE2",TRUE,"SLC2A13"
"3437","SLC30A1",11,"plasma membrane","20","cell junction, plasma membrane",7779,113560,"HGNC:11012","NM_021194","Q9Y6M5",TRUE,"SLC30A1"
"3438","SLC30A3",7,"endosome, lysosome","18","endosome, lysosome",7781,113562,"HGNC:11014","NM_001318949","Q99726",TRUE,"SLC30A3"
"3439","SLC30A4",7,"endosome, lysosome","18","endosome, lysosome",7782,113563,"HGNC:11015","NM_001321036","O14863",TRUE,"SLC30A4"
"3440","SLC30A5",14,"Golgi apparatus","9","Golgi apparatus",64924,122346,"HGNC:19089","NM_001251969","Q8TAD4",TRUE,"SLC30A5"
"3441","SLC30A6",14,"Golgi apparatus","9","Golgi apparatus",55676,120806,"HGNC:19305","NM_001193513","Q6NXT4",TRUE,"SLC30A6"
"3442","SLC30A7",14,"Golgi apparatus","9","Golgi apparatus",148867,127176,"HGNC:19306","NM_133496","Q8NEW0",TRUE,"SLC30A7"
"3443","SLC30A9",4,"mitochondrial matrix","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",10463,115726,"HGNC:1329","NM_006345","Q6PML9",TRUE,"SLC30A9"
"3444","SLC33A1",15,"nuclear outer membrane-ER membrane network","19","nuclear outer membrane-ER membrane network",9197,114632,"HGNC:95","NM_004733","O00400",TRUE,"SLC33A1"
"3445","SLC35A2",14,"Golgi apparatus","9","Golgi apparatus",7355,113202,"HGNC:11022","NM_005660","P78381",TRUE,"SLC35A2"
"3446","SLC35A3",6,"ER lumen","4","ER lumen",23443,117010,"HGNC:11023","NM_012243","Q9Y2D2",TRUE,"SLC35A3"
"3447","SLC35B2",14,"Golgi apparatus","-","-",347734,131484,"HGNC:16872","NM_001286509","Q8TB61",TRUE,"SLC35B2"
"3448","SLC35B4",6,"ER lumen","4","ER lumen",84912,124349,"HGNC:20584","NM_032826","Q969S0",TRUE,"SLC35B4"
"3449","SLC35E1",14,"Golgi apparatus","1","no prediction",79939,123013,"HGNC:20803","NM_024881","Q96K37",TRUE,"SLC35E1"
"3450","SLC35E3",6,"ER lumen","4","ER lumen",55508,120688,"HGNC:20864","NM_018656","Q7Z769",TRUE,"SLC35E3"
"3451","SLC35F2",7,"endosome, lysosome","18","endosome, lysosome",54733,120116,"HGNC:23615","NM_017515","Q8IXU6",TRUE,"SLC35F2"
"3452","SLC35F6",9,"nucleoplasm","-","-",54978,120314,"HGNC:26055","NM_017877","Q8N357",TRUE,"SLC35F6"
"3453","SLC38A1",11,"plasma membrane","20","cell junction, plasma membrane",81539,123509,"HGNC:13447","NM_001077484","Q9H2H9",TRUE,"SLC38A1"
"3454","SLC38A2",11,"plasma membrane","20","cell junction, plasma membrane",54407,119943,"HGNC:13448","NM_001307936","Q96QD8",TRUE,"SLC38A2"
"3455","SLC38A9",7,"endosome, lysosome","18","endosome, lysosome",153129,127480,"HGNC:26907","NM_173514","Q8NBW4",TRUE,"SLC38A9"
"3456","SLC39A10",11,"plasma membrane","20","cell junction, plasma membrane",57181,121430,"HGNC:20861","NM_001127257","Q9ULF5",TRUE,"SLC39A10"
"3457","SLC39A14",11,"plasma membrane","20","cell junction, plasma membrane",23516,117063,"HGNC:20858","NM_001128431","Q15043",TRUE,"SLC39A14"
"3458","SLC39A6",11,"plasma membrane","20","cell junction, plasma membrane",25800,117332,"HGNC:18607","NM_001099406","Q13433",TRUE,"SLC39A6"
"3459","SLC39A7",6,"ER lumen","1","no prediction",7922,113652,"HGNC:4927","NM_006979","Q92504",TRUE,"SLC39A7"
"3460","SLC3A2",11,"plasma membrane","20","cell junction, plasma membrane",6520,112411,"HGNC:11026","NM_001012661","P08195",TRUE,"SLC3A2"
"3461","SLC41A3",3,"ER membrane","19","nuclear outer membrane-ER membrane network",54946,120285,"HGNC:31046","NM_017836","Q96GZ6",TRUE,"SLC41A3"
"3462","SLC4A1AP",2,"chromatin","22","chromatin, nucleoplasm",22950,116605,"HGNC:13813","NM_018158","Q9BWU0",TRUE,"SLC4A1AP"
"3463","SLC4A2",14,"Golgi apparatus","1","no prediction",6522,112413,"HGNC:11028","NM_003040","P04920",TRUE,"SLC4A2"
"3464","SLC4A4",11,"plasma membrane","20","cell junction, plasma membrane",8671,114219,"HGNC:11030","NM_003759","Q9Y6R1",TRUE,"SLC4A4"
"3465","SLC4A7",11,"plasma membrane","20","cell junction, plasma membrane",9497,114876,"HGNC:11033","NM_003615","Q9Y6M7",TRUE,"SLC4A7"
"3466","SLC5A3",11,"plasma membrane","20","cell junction, plasma membrane",6526,112417,"HGNC:11038","NM_006933","P53794",TRUE,"SLC5A3"
"3467","SLC6A15",14,"Golgi apparatus","20","cell junction, plasma membrane",55117,120426,"HGNC:13621","NM_018057","Q9H2J7",TRUE,"SLC6A15"
"3468","SLC6A6",11,"plasma membrane","20","cell junction, plasma membrane",6533,112424,"HGNC:11052","NM_003043","P31641",TRUE,"SLC6A6"
"3469","SLC6A8",11,"plasma membrane","20","cell junction, plasma membrane",6535,112426,"HGNC:11055","NM_001142805","P48029",TRUE,"SLC6A8"
"3470","SLC6A9",11,"plasma membrane","20","cell junction, plasma membrane",6536,112427,"HGNC:11056","NM_201649","P48067",TRUE,"SLC6A9"
"3471","SLC7A1",11,"plasma membrane","20","cell junction, plasma membrane",6541,112432,"HGNC:11057","NM_003045","P30825",TRUE,"SLC7A1"
"3472","SLC7A11",11,"plasma membrane","20","cell junction, plasma membrane",23657,117179,"HGNC:11059","NM_014331","Q9UPY5",TRUE,"SLC7A11"
"3473","SLC7A2",11,"plasma membrane","20","cell junction, plasma membrane",6542,112433,"HGNC:11060","NM_003046","P52569",TRUE,"SLC7A2"
"3474","SLC7A5",11,"plasma membrane","20","cell junction, plasma membrane",8140,113801,"HGNC:11063","NM_003486","Q01650",TRUE,"SLC7A5"
"3475","SLC7A6",11,"plasma membrane","20","cell junction, plasma membrane",9057,114519,"HGNC:11064","NM_003983","Q92536",TRUE,"SLC7A6"
"3476","SLC9A1",15,"nuclear outer membrane-ER membrane network","19","nuclear outer membrane-ER membrane network",6548,112438,"HGNC:11071","NM_003047","P19634",TRUE,"SLC9A1"
"3477","SLC9A3R1",11,"plasma membrane","18","endosome, lysosome",9368,114769,"HGNC:11075","NM_004252","O14745",TRUE,"SLC9A3R1"
"3478","SLC9A3R2",11,"plasma membrane","20","cell junction, plasma membrane",9351,114754,"HGNC:11076","NM_001130012","Q15599",TRUE,"SLC9A3R2"
"3479","SLC9A7",20,"early endosome, recycling endosome","18","endosome, lysosome",84679,124198,"HGNC:17123","NM_032591","Q96T83",TRUE,"SLC9A7"
"3480","SLCO3A1",11,"plasma membrane","20","cell junction, plasma membrane",28232,118181,"HGNC:10952","NM_013272","Q9UIG8",TRUE,"SLCO3A1"
"3481","SLCO4A1",11,"plasma membrane","20","cell junction, plasma membrane",28231,118180,"HGNC:10953","NM_016354","Q96BD0",TRUE,"SLCO4A1"
"3482","SLCO4C1",20,"early endosome, recycling endosome","1","no prediction",353189,131662,"HGNC:23612","NM_180991","Q6ZQN7",TRUE,"SLCO4C1"
"3483","SLF2",9,"nucleoplasm","22","chromatin, nucleoplasm",55719,120841,"HGNC:17814","NM_001136123","Q8IX21",TRUE,"SLF2"
"3484","SLFN11",2,"chromatin","-","-",91607,124851,"HGNC:26633","NM_152270","Q7Z7L1",TRUE,"SLFN11"
"3485","SLIT2",6,"ER lumen","4","ER lumen",9353,114756,"HGNC:11086","NM_001289135","O94813",TRUE,"SLIT2"
"3486","SLK",11,"plasma membrane","20","cell junction, plasma membrane",9748,115096,"HGNC:11088","NM_014720","Q9H2G2",TRUE,"SLK"
"3487","SLMAP",15,"nuclear outer membrane-ER membrane network","-","-",7871,113620,"HGNC:16643","NM_007159","Q14BN4",TRUE,"SLMAP"
"3488","SLTM",10,"nuclear body","3","splicing speckles, nucleolus",79811,122906,"HGNC:20709","NM_024755","Q9NWH9",TRUE,"SLTM"
"3489","SLU7",10,"nuclear body","22","chromatin, nucleoplasm",10569,115820,"HGNC:16939","NM_006425","O95391",TRUE,"SLU7"
"3490","SMAP1",5,"actin cytoskeleton, cytosol","6","clathrin coat",60682,121956,"HGNC:19651","NM_001044305","Q8IYB5",TRUE,"SMAP1"
"3491","SMAP2",7,"endosome, lysosome","6","clathrin coat",64744,122260,"HGNC:25082","NM_022733","Q8WU79",TRUE,"SMAP2"
"3492","SMARCA1",9,"nucleoplasm","22","chromatin, nucleoplasm",6594,112478,"HGNC:11097","NM_003069","P28370",TRUE,"SMARCA1"
"3493","SMARCA2",9,"nucleoplasm","17","Arp2/3 protein complex",6595,112479,"HGNC:11098","NM_003070","P51531",TRUE,"SMARCA2"
"3494","SMARCA4",9,"nucleoplasm","17","Arp2/3 protein complex",6597,112481,"HGNC:11100","NM_003072","P51532",TRUE,"SMARCA4"
"3495","SMARCA5",9,"nucleoplasm","22","chromatin, nucleoplasm",8467,114045,"HGNC:11101","NM_003601","O60264",TRUE,"SMARCA5"
"3496","SMARCAD1",2,"chromatin","22","chromatin, nucleoplasm",56916,121244,"HGNC:18398","NM_020159","Q9H4L7",TRUE,"SMARCAD1"
"3497","SMARCC1",2,"chromatin","22","chromatin, nucleoplasm",6599,112483,"HGNC:11104","NM_003074","Q92922",TRUE,"SMARCC1"
"3498","SMARCC2",2,"chromatin","22","chromatin, nucleoplasm",6601,112485,"HGNC:11105","NM_001130420","Q8TAQ2",TRUE,"SMARCC2"
"3499","SMARCE1",2,"chromatin","1","no prediction",6605,112489,"HGNC:11109","NM_003079","Q969G3",TRUE,"SMARCE1"
"3500","SMC1A",19,"miscellaneous","-","-",8243,113871,"HGNC:11111","NM_006306","Q14683",TRUE,"SMC1A"
"3501","SMC2",19,"miscellaneous","-","-",10592,115841,"HGNC:14011","NM_001042550","O95347",TRUE,"SMC2"
"3502","SMCHD1",2,"chromatin","22","chromatin, nucleoplasm",23347,116929,"HGNC:29090","NM_015295","A6NHR9",TRUE,"SMCHD1"
"3503","SMCR8",15,"nuclear outer membrane-ER membrane network","19","nuclear outer membrane-ER membrane network",140775,126704,"HGNC:17921","NM_144775","Q8TEV9",TRUE,"SMCR8"
"3504","SMG1",5,"actin cytoskeleton, cytosol","-","-",23049,116687,"HGNC:30045","NM_015092","Q96Q15",TRUE,"SMG1"
"3505","SMG7",12,"centrosome","14","centrosome enriched, P-body enriched",9887,115218,"HGNC:16792","NM_014837","Q92540",TRUE,"SMG7"
"3506","SMIM12",18,"mitochondrial inner membrane, mitochondrial intermembrane space","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",113444,125245,"HGNC:25154","NM_138428","Q96EX1",TRUE,"SMIM12"
"3507","SMIM20",18,"mitochondrial inner membrane, mitochondrial intermembrane space","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",389203,133034,"HGNC:37260","NM_001145432","Q8N5G0",TRUE,"SMIM20"
"3508","SMN1",9,"nucleoplasm","-","-",6606,112490,"HGNC:11117","NM_000344","Q16637",TRUE,"SMN1"
"3509","SMN2",19,"miscellaneous","1","no prediction",6607,112491,"HGNC:11118","NM_017411","Q16637",TRUE,"SMN2"
"3510","SMNDC1",2,"chromatin","22","chromatin, nucleoplasm",10285,115574,"HGNC:16900","NM_005871","O75940",TRUE,"SMNDC1"
"3511","SMO",20,"early endosome, recycling endosome","18","endosome, lysosome",6608,112492,"HGNC:11119","NM_005631","Q99835",TRUE,"SMO"
"3512","SMPD2",15,"nuclear outer membrane-ER membrane network","1","no prediction",6610,112494,"HGNC:11121","NM_003080","O60906",TRUE,"SMPD2"
"3513","SMPD4",15,"nuclear outer membrane-ER membrane network","19","nuclear outer membrane-ER membrane network",55627,120766,"HGNC:32949","NM_017751","Q9NXE4",TRUE,"SMPD4"
"3514","SNAP23",11,"plasma membrane","20","cell junction, plasma membrane",8773,114303,"HGNC:11131","NM_003825","O00161",TRUE,"SNAP23"
"3515","SNAP25",11,"plasma membrane","1","no prediction",6616,112500,"HGNC:11132","NM_130811","P60880",TRUE,"SNAP25"
"3516","SNAP29",15,"nuclear outer membrane-ER membrane network","1","no prediction",9342,114748,"HGNC:11133","NM_004782","O95721",TRUE,"SNAP29"
"3517","SNAP47",15,"nuclear outer membrane-ER membrane network","19","nuclear outer membrane-ER membrane network",116841,125534,"HGNC:30669","NM_053052","Q5SQN1",TRUE,"SNAP47"
"3518","SNAPIN",7,"endosome, lysosome","18","endosome, lysosome",23557,117101,"HGNC:17145","NM_012437","O95295",TRUE,"SNAPIN"
"3519","SND1",16,"cytoplasmic ribonucleoprotein granule","1","no prediction",27044,117974,"HGNC:30646","NM_014390","Q7KZF4",TRUE,"SND1"
"3520","SNRNP200",10,"nuclear body","5","spliceosomal complex I",23020,116661,"HGNC:30859","NM_014014","O75643",TRUE,"SNRNP200"
"3521","SNRNP40",19,"miscellaneous","5","spliceosomal complex I",9410,114805,"HGNC:30857","NM_004814","Q96DI7",TRUE,"SNRNP40"
"3522","SNRPB",19,"miscellaneous","5","spliceosomal complex I",6628,112512,"HGNC:11153","NM_003091","P14678",TRUE,"SNRPB"
"3523","SNRPD1",10,"nuclear body","5","spliceosomal complex I",6632,112516,"HGNC:11158","NM_006938","P62314",TRUE,"SNRPD1"
"3524","SNRPD2",10,"nuclear body","5","spliceosomal complex I",6633,112517,"HGNC:11159","NM_004597","P62316",TRUE,"SNRPD2"
"3525","SNRPD3",10,"nuclear body","-","-",6634,112518,"HGNC:11160","NM_004175","P62318",TRUE,"SNRPD3"
"3526","SNRPE",5,"actin cytoskeleton, cytosol","-","-",6635,112519,"HGNC:11161","NM_003094","P62304",TRUE,"SNRPE"
"3527","SNRPG",2,"chromatin","5","spliceosomal complex I",6637,112521,"HGNC:11163","NM_001317165","P62308",TRUE,"SNRPG"
"3528","SNTB1",11,"plasma membrane","20","cell junction, plasma membrane",6641,112524,"HGNC:11168","NM_021021","Q13884",TRUE,"SNTB1"
"3529","SNTB2",1,"cell junction","-","-",6645,112528,"HGNC:11169","NM_006750","Q13425",TRUE,"SNTB2"
"3530","SNW1",10,"nuclear body","3","splicing speckles, nucleolus",22938,116597,"HGNC:16696","NM_012245","Q13573",TRUE,"SNW1"
"3531","SNX1",7,"endosome, lysosome","18","endosome, lysosome",6642,112525,"HGNC:11172","NM_003099","Q13596",TRUE,"SNX1"
"3532","SNX12",7,"endosome, lysosome","18","endosome, lysosome",29934,118974,"HGNC:14976","NM_013346","Q9UMY4",TRUE,"SNX12"
"3533","SNX13",7,"endosome, lysosome","18","endosome, lysosome",23161,116773,"HGNC:21335","NM_015132","Q9Y5W8",TRUE,"SNX13"
"3534","SNX14",7,"endosome, lysosome","18","endosome, lysosome",57231,121463,"HGNC:14977","NM_153816","Q9Y5W7",TRUE,"SNX14"
"3535","SNX17",7,"endosome, lysosome","-","-",9784,115128,"HGNC:14979","NM_014748","Q15036",TRUE,"SNX17"
"3536","SNX19",15,"nuclear outer membrane-ER membrane network","19","nuclear outer membrane-ER membrane network",399979,134476,"HGNC:21532","NM_014758","Q92543",TRUE,"SNX19"
"3537","SNX2",7,"endosome, lysosome","18","endosome, lysosome",6643,112526,"HGNC:11173","NM_003100","O60749",TRUE,"SNX2"
