"","Suggested.Symbol","name","ID","U7","S7","B7","U8","S8","B8","U9","S9","B9","U10","S10","B10","U11","S11","B11","C1","C2","C3","C4","C5","U1","S1","B1","U2","S2","B2","U3","S3","B3","U4","S4","B4","U5","S5","B5","U6","S6","B6"
"903","CAT","CAT","P04040",29479,33992,0,22342,0,0,44507,0,0,13782,20947,0,119490,71459,2563.3,4695.8,8489.2,6564.8,17345,0,35571,30913,0,43919,18924,689.44,32842,6788.3,9552.9,145970,68702,15010,34451,9126.6,0,142660,18982,2375.2
"904","GBA1","GBA","P04062",0,0,0,3166.5,1400,0,0,0,0,0,0,0,2133.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"905","PROC","PROC","P04070",591.33,0,0,1848.5,0,0,893.76,0,0,0,0,0,361,0,0,224.15,0,0,0,3911.5,0,0,0,0,0,0,0,0,0,219.45,0,0,0,0,0,334.95,0,0
"906","ALDOA","ALDOA","P04075",430470,166410,8607.6,498010,106750,35825,625010,49138,5850.5,121220,51668,802.92,225320,54511,1818.8,161080,27303,319290,536790,6756.4,138280,97312,8736.8,213450,53518,2767.6,201600,43657,35996,359310,130200,6454.9,1200700,297250,56339,149760,65644,3909.1
"907","CSTB","CSTB","P04080",27033,8816.5,0,70764,6707.2,0,21185,0,0,11678,3887,0,32339,17730,514.32,2752.3,0,4263.3,129280,0,17005,7190.8,0,13323,16336,0,14057,5352.4,0,45909,32444,0,16689,13726,0,10378,14269,0
"908","ANXA1","ANXA1","P04083",1364600,661390,351.73,1138300,249760,0,2471600,278480,782.4,433980,215640,0,417760,128510,0,17927,132580,29616,864940,0,1947700,768950,1098.6,970690,530540,0,2379300,585530,7099,2611900,928310,4914.1,2486900,1111900,1499.4,1382200,907170,7081.8
"909","APOB","APOB","P04114",74852,1620400,1183500,97157,2783600,1027000,71441,3051900,994390,80880,2014000,633780,95403,3062500,381380,8149.4,270.8,2913.5,20572,355.34,97193,2262900,924310,86568,2151500,679920,275350,1115300,529520,21698,3647600,597950,28652,634150,379420,42616,939160,821960
"910","PRNP","PRNP","P04156",18256,0,0,6066.2,0,0,22619,0,0,4382.8,3458.9,0,14389,19640,0,4482.3,11606,0,0,0,3872.7,5493.2,0,0,15914,0,7980.7,7873.5,0,9567.7,17576,0,0,3019.8,0,0,12440,0
"911","SOD2","SOD2","P04179",20012,20458,0,0,0,0,2209.4,0,0,9154.9,0,0,0,0,0,0,0,0,0,0,10688,43501,0,14031,17621,0,5327.6,3782.2,0,65084,46985,0,8388.1,13041,0,16262,12414,0
"912","LCAT","LCAT","P04180",0,0,10496,1763,6572.9,2216.5,0,0,0,0,0,5403.5,0,192.99,0,2412.8,0,0,0,0,0,698.37,775.42,0,0,0,0,0,0,211.39,1829.9,5437.3,0,0,0,0,0,0
"913","OAT","OAT","P04181",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1289.4,0,0,0,0,0,0,0,0,0,0,4882.9,946.2,0,0,457.78,0
"914","HRG","HRG","P04196",138250,173460,246960,202110,85574,151080,334780,71254,366520,340130,69108,265210,200900,105280,149320,963310,38365,243740,55521,258240,181810,89798,199390,229230,98377,336840,753170,173240,254420,253300,239780,436820,362400,197560,185280,1123700,210290,160910
"915","THY1","THY1","P04216",378520,50630,0,235180,23395,0,555360,32824,0,260690,86153,0,405620,129720,0,11234,17705,15066,939300,0,336830,156330,0,682900,335940,0,773330,192310,0,918060,443190,0,286730,60757,0,357670,340370,0
"916","A1BG","A1BG","P04217",504970,9387.5,492540,455570,49942,301510,131590,11440,678120,817520,12825,385920,679350,83676,574920,949920,11407,427290,126770,593730,105470,46936,498060,268840,56152,519640,76482,28037,411340,161600,67427,664400,104770,38867,656080,41211,48791,135800
"917","CD74","CD74","P04233",12327,4930.8,0,9085.5,0,0,19507,3844.5,0,8214.1,6025.5,0,12597,9788.5,0,1711,0,0,0,0,27767,24812,0,5007.8,16129,0,54193,10263,0,6086.3,23584,0,41143,12980,0,15498,10887,0
"918","CD3D","CD3D","P04234",12362,0,0,3893.4,0,0,64249,0,0,8804.6,0,0,21613,0,0,2430.9,0,0,0,0,0,0,0,8284.5,0,0,1844.2,0,0,18110,0,0,0,0,0,14890,0,0
"919","VWF","VWF","P04275",14180,261820,6305.9,10568,164470,18078,26738,173110,2972.9,19252,591920,3925.8,12665,869220,5106.7,3750.3,6929.9,18437,68.381,0,8166.7,324360,2994.2,20584,219680,2074.7,42213,112840,0,25167,212430,794.62,46940,317080,2404.8,23018,103370,8730.3
"920","SHBG","SHBG","P04278",364.45,0,8598.5,1570.9,0,0,966.57,0,9278.7,5075.6,0,11169,902.91,233.66,1577.2,46505,0,8760.5,0,39725,304.49,62.194,4426.1,0,0,1356.4,0,0,5311.5,0,0,10181,0,0,3516.1,0,0,773.17
"921","TUBB4A","TUBB4A","P04350",962.35,0,0,3661.4,0,0,2498.4,0,0,0,0,0,0,0,0,26042,0,28166,0,0,3353.3,0,0,0,0,0,6082.4,4720.6,0,3121,0,0,24592,2260.4,0,0,5746.8,0
"922","GAPDH","GAPDH","P04406",1301700,279780,25619,4949300,1774600,559450,4296500,421730,115180,839480,252390,11627,1447200,312240,38401,953500,311720,1582000,2970800,41098,1587200,676790,181130,1456500,400660,35698,1566500,855130,79304,1451400,632080,54521,3467800,507660,113610,959280,865480,152810
"923","ASL","ASL","P04424",622.31,0,0,2428.8,0,0,2951.2,0,0,0,0,0,0,0,0,0,0,0,5492.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"924","P04430","P04430","P04430",92937,0,35762,77438,16143,114700,69108,15645,29318,221050,18079,95753,90595,8347.5,8155.2,17960,40886,44323,40633,12253,26436,105650,101650,61393,49804,23639,0,0,0,84372,21288,18443,43594,47624,82154,22533,0,27414
"925","IGKV3D-11","IGKV3D-11","P04433",272710,0,167780,266460,29504,479260,47887,10573,224430,153370,0,257570,138480,27966,39224,53751,180170,12895,30018,50915,29057,111440,720920,74000,79903,51092,0,7712.5,138870,95671,49099,315040,56870,201440,172560,15136,0,86183
"926","HLA-A","HLA-A","P04439",816690,211100,0,919040,191470,8918.3,4718800,432400,0,627510,200800,0,279110,114140,3223.3,79269,92258,244240,132630,2514.3,748520,181240,1582.7,1101800,325860,0,1483500,194500,3314.3,862660,218790,2955.1,1653700,229410,10443,900160,377310,3778.8
"927","HLA-DPB1","HLA-DPB1","P04440",16800,0,0,17635,0,0,305770,0,0,6575.8,0,0,8743.4,0,0,0,0,0,7380.3,0,7914.3,0,0,18135,0,0,31135,0,0,18948,0,0,8664.6,0,0,20299,0,0
"928","ERBB2","ERBB2","P04626",4197.6,3062.9,0,2068.5,0,0,8681,0,0,966.57,471.34,0,4826.1,1075.1,0,1259.6,0,0,0,0,0,339.91,0,1952.6,210.85,0,3847.9,336.59,0,5578.6,527.59,0,2657.5,398.22,0,2468.4,872.65,0
"929","CAPNS1","CAPNS1","P04632",51302,2791.5,0,66132,4181.7,938.19,94879,0,0,22494,0,0,59654,5189.8,0,2420.1,2844.5,5710.2,103630,0,46789,10541,0,81279,11111,0,122520,61095,0,98102,18208,0,112550,8788.8,0,109110,81077,1625.8
"930","AMY2A","AMY2A","P04746",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359.58,611.07,0,0,0,0,0,0,0,0,2662.8,0,0,0,0,0,0,0,0,458.67,0,0
"931","HSPB1","HSPB1","P04792",177640,105030,0,472740,120990,26120,274890,44147,3070.7,84142,14557,0,88740,43940,650.97,9013.8,12131,8655.6,25282,0,44821,75174,0,80488,25178,0,156950,62391,21103,201040,58473,3917.2,564430,361500,18150,73150,71347,12406
"932","CYBB","CYBB","P04839",172280,19319,0,343710,22750,0,990260,46357,0,78819,24650,0,92784,19705,0,13023,12618,0,11212,0,196880,29647,0,305730,56946,0,253620,26835,0,300540,50914,2057.3,176350,18581,0,137550,36586,0
"933","RPN1","RPN1","P04843",62975,9074.4,0,16316,504.74,0,5801.1,0,0,31597,4677.1,0,112210,41212,518.41,15789,0,52406,0,18123,302280,94320,0,153100,45105,0,202650,46410,0,191100,72858,0,165530,24743,580.98,261530,49695,0
"934","RPN2","RPN2","P04844",79562,14593,0,13471,0,0,5461.6,0,0,33502,10889,0,149340,39058,0,10308,0,40888,0,16252,398540,95507,0,80532,31475,0,329190,58434,0,282720,68104,1631.3,115600,21424,0,195480,65428,0
"935","GNAI2","GNAI2","P04899",1258000,279030,0,1318400,161510,0,2658300,212480,0,453140,188150,0,1065400,304340,158.37,144990,257720,242100,1699400,5682,567090,201910,0,1091800,427240,0,976610,237210,0,1102400,410450,7308.2,790670,194850,0,585120,246570,0
"936","SLC4A2","SLC4A2","P04920",2603.4,0,0,2418.7,0,0,10804,0,0,476,0,0,454.04,0,0,2272.6,0,3201.1,0,0,3381.8,0,0,6956.2,0,0,8080.3,152.5,0,1057,0,0,8975.3,0,0,3516.4,443.07,0
"937","GYPC","GYPC","P04921",70851,35091,0,28625,0,0,75417,0,0,40319,21981,0,197260,77690,0,0,0,0,0,0,22404,0,0,0,18036,0,157040,22745,0,254240,43945,0,0,0,0,0,73839,0
"938","ATP1A1","ATP1A1","P05023",336710,162110,0,650340,86849,264.53,765350,42869,0,155770,50290,0,301260,70897,1720.7,199340,40151,361440,7147.1,5914.5,197590,117330,0,140900,98878,0,255210,58743,0,274600,73186,0,232080,104190,0,120150,99726,0
"939","ATP1B1","ATP1B1","P05026",122430,13716,0,98833,4231.9,0,166140,0,0,41562,9973.4,0,126560,23144,0,95231,10334,78399,0,1864.6,43125,29500,0,21561,17401,0,96790,8819.1,0,69029,4530.1,0,82402,28005,0,2589.6,9267.9,0
"940","APP","APP","P05067",0,0,0,885.89,0,0,0,0,0,0,0,0,6145.3,1353.2,0,0,0,715.55,0,0,1713.8,148.54,0,0,0,0,0,0,0,74.051,0,0,1262.4,0,0,429.98,0,0
"941","ARG1","ARG1","P05089",0,22786,0,0,0,0,0,0,0,0,4696.5,0,0,0,10105,2938.3,20605,5482.8,0,0,2739.8,2243.4,0,0,0,0,0,0,0,0,0,0,0,0,0,41293,14769,0
"942","APOD","APOD","P05090",41898,184860,618080,201090,970920,1412600,64658,798280,699110,261870,296560,615470,85277,380970,203440,79400,7439.6,88235,27926,92267,24014,309570,413030,73425,268030,234580,80227,409410,217110,34700,754800,191450,44466,49467,156380,35921,328280,206440
"943","ALDH2","ALDH2","P05091",3944.4,5943.2,0,0,0,0,0,0,0,1214.3,0,0,2418.8,8165.6,748.31,0,0,0,0,0,5192.3,19348,0,534.99,7177.9,0,16698,13720,0,44480,26613,0,0,2774.4,0,7707.4,36081,0
"944","CYP17A1","CYP17A1","P05093",10172,0,0,7472.1,0,0,4000.3,0,0,9751.5,0,0,10187,0,0,81262,0,419700,0,24674,0,0,0,0,0,0,0,0,0,4894.3,0,0,0,0,0,0,0,0
"945","ITGB3","ITGB3","P05106",27989,0,0,9292.2,0,0,27255,0,0,6853.2,0,0,41928,2598.1,0,645.06,0,13027,0,0,20017,2414.4,0,7841,205.61,0,33135,1607.7,0,57851,2307.7,0,33317,758.09,0,38272,0,0
"946","ITGB2","ITGB2","P05107",146140,18215,0,398690,14639,0,706810,28117,0,77026,19349,0,164330,17443,0,8936.7,21464,0,3783.4,0,69991,21185,0,47419,52473,0,84678,12827,0,226400,34132,0,41030,7508.6,0,41518,19343,0
"947","CYP11A1","CYP11A1","P05108",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12559,0,16667,0,1875.2,0,0,0,0,0,0,0,22897,0,0,0,0,0,0,0,0,0,0
"948","S100A8","S100A8","P05109",931720,62719,134080,987700,181870,267270,1264100,111810,24557,137450,97730,0,526470,170740,30942,7353.7,106620,11067,322640,0,175390,143430,132100,619810,595700,89783,223630,91473,144700,802330,297740,57039,128750,248110,130150,174640,219060,35214
"949","INHA","INHA","P05111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3414.7,0,41695,0,3361.1,12139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"950","SERPINB2","SERPINB2","P05120",10627,0,0,10650,0,0,133490,4531.4,0,12632,0,0,11447,3379.4,0,0,0,0,0,0,11721,0,0,82498,44478,0,0,0,0,24350,434.92,0,28689,7090.6,0,2611.3,0,0
"951","SERPINE1","SERPINE1","P05121",348.79,0,0,22579,16708,9280.1,2497.6,0,0,817.34,0,0,593.24,942.83,0,3889.3,0,0,0,0,3062.5,1321.9,0,4632.8,0,0,0,0,0,205.15,0,0,7990,0,0,3101.8,0,0
"952","SLC25A5","SLC25A5","P05141",0,0,0,0,0,0,0,0,0,0,0,0,0,1921.7,0,0,0,0,0,0,0,5784.1,0,2655.3,1983.6,0,0,1197.5,0,0,4508.6,0,4580.6,1167.5,0,4513.9,0,0
"953","SERPINA5","SERPINA5","P05154",461.49,0,1550.8,3894.3,6718.7,1134.8,1898.5,0,0,1148.4,0,0,0,0,0,2655.5,638.76,3001.5,0,1468.1,0,0,1134.6,0,0,0,0,2749.8,0,1453.3,3979.6,5992.4,0,0,0,0,6127.7,0
"954","SERPING1","SERPING1","P05155",240540,30330,1204600,560280,469890,1003700,81377,226040,857640,435290,68482,1065900,290500,184660,441060,140360,9135.3,95778,74221,131410,51361,121230,965140,205720,73759,410910,43583,78335,772160,61498,115180,498110,79366,187710,387710,89634,60189,774210
"955","CFI","CFI","P05156",59146,981.3,69130,51091,14054,34709,14079,1924.7,64432,65378,1379.6,50720,41781,10320,172730,14730,0,14820,12525,41582,10318,9210.1,73938,31912,4877.6,49540,6143.4,381.08,48766,15622,7078.5,72187,10394,8548.4,107120,9920.4,2870.8,9809.7
"956","F13B","F13B","P05160",1871.3,349.66,5331.6,1387.5,0,4129.3,11058,7006.9,4189,4567.3,0,4132.2,900.27,0,2184.5,566.71,0,388.53,0,4596.6,0,224.84,4479.4,9596.5,1036.3,4187.8,0,678.98,4099,8115.6,5059.2,6094.9,7317.7,9477.3,7269.6,0,0,5544.1
"957","ISG15","ISG15","P05161",11005,0,0,39783,12039,0,128640,2389.2,0,20308,8086.1,0,17649,1900.3,0,1815.4,0,0,16451,0,4263.4,495.87,0,13489,0,0,55535,62737,6150.3,13274,0,0,125260,16125,517.05,5564.4,47735,2269.8
"958","MPO","MPO","P05164",113260,59177,0,59695,41689,11500,8548.8,12041,0,22144,35709,0,8197.6,23386,1334.4,325.02,0,742.47,0,0,43865,120200,0,16329,68230,0,21290,34094,184.35,167590,144320,608.19,6542.8,40612,0,12325,46551,8505.4
"959","PCCA","PCCA","P05165",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,793.63,0,0
"960","PCCB","PCCB","P05166",591.92,0,0,0,0,0,0,0,0,359.66,0,0,320.25,589.96,1358.1,0,0,0,0,0,0,0,0,3912.3,0,0,106.58,0,1604.5,0,0,0,0,0,0,17194,0,0
"961","ALPL","ALPL","P05186",70298,974.44,0,8736.7,0,0,35840,0,0,85053,62193,0,67599,20472,0,1781,136760,2705.5,227320,0,51130,2156.3,0,92376,25323,0,19825,0,0,79008,14883,0,23165,4160.3,0,50480,0,0
"962","ALPP","ALPP","P05187",343950,89298,0,41687,32091,0,170730,23241,0,0,0,0,1235.3,204.24,0,5485.7,1335.4,0,138380,0,186.4,800.58,0,0,0,0,0,0,0,121770,296130,1029.4,6567.4,5811.7,0,0,0,0
"963","EIF2S1","EIF2S1","P05198",3771.2,814.17,0,17979,6043.6,669.89,17028,1582.5,0,498.13,0,0,11053,1271.3,0,1084.5,0,1497.3,0,0,0,540.75,0,0,0,0,2848.5,0,0,12656,2018.3,0,4759.6,4425.7,0,95.831,0,0
"964","FGF1","FGF1","P05230",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.07,0,0,0,0,0,0,0,0,3105.4,0,0
"965","ICAM1","ICAM1","P05362",521250,364700,0,168300,45785,0,1578800,181930,0,123680,39653,0,415320,175230,0,1816.9,2522.9,0,105070,0,74999,81219,0,56529,100960,0,187240,80283,0,305050,66481,0,22628,25809,0,8393.3,130570,188.15
"966","RPLP1","RPLP1","P05386",34786,0,0,119260,56977,15274,35109,0,0,28757,14482,0,32112,7188.4,0,7963.5,0,25247,0,0,34826,7715.6,0,0,10390,0,145300,24164,13131,45936,0,0,20881,21064,0,2350.3,35074,0
"967","RPLP2","RPLP2","P05387",57002,0,0,227070,32310,25503,35629,17633,0,16968,3750.9,0,39840,10510,0,2806.8,0,38898,0,0,42648,40739,4846.8,0,22973,0,72231,47760,0,72421,18442,294.07,49408,17291,0,14865,73925,7765
"968","RPLP0","RPLP0","P05388",21708,6067.6,0,121880,87153,23930,43201,18458,2816.7,4624.8,4665.7,0,16557,23251,942.17,9539.4,0,10053,0,0,13290,27711,632.15,7101.1,6688.7,1277.1,58360,52146,2791,65523,27883,0,24435,30942,1657.7,23340,57421,4202.5
"969","FABP3","FABP3","P05413",2236.9,0,0,1073.9,0,0,2135.8,0,0,1958.9,0,0,2835.7,0,0,0,0,2842.1,0,0,0,0,0,0,0,0,0,0,0,3175.6,0,0,0,0,0,0,0,0
"970","CLEC3B","CLEC3B","P05452",6424.4,0,21051,1256.5,0,3090,0,0,14657,7421.7,0,15280,3292.6,2632.3,8447.2,3608.4,0,2400.8,0,12694,0,1264.9,23313,0,0,44171,0,0,30934,2386.1,0,21018,0,0,17617,0,0,5189.5
"971","SSB","SSB","P05455",276.29,0,0,4134.2,3302.5,0,1179,0,0,301.43,0,0,1028.3,397.81,0,0,0,0,0,0,0,114.41,0,0,0,0,0,0,0,1515.6,0,0,0,0,0,0,0,0
"972","SERPINA7","SERPINA7","P05543",12660,0,20781,16599,0,15556,0,0,10066,21278,0,20478,17304,571.56,4186.4,9232.2,0,1629.4,0,0,0,665.99,16287,0,0,0,0,0,19441,699.04,1131.9,16343,0,0,0,0,0,0
"973","SERPIND1","SERPIND1","P05546",44178,6698.9,141110,88355,49838,133650,37026,15680,269890,61228,19403,161740,37666,54369,258550,192150,3285.3,59666,16102,147390,34805,39199,308330,55153,50642,226250,75117,101510,90258,85229,130760,220140,22803,38149,118630,89246,121530,38476
"974","ITGB1","ITGB1","P05556",134480,19407,0,163570,12691,0,361370,16967,0,52186,9818.9,0,90820,18322,0,234920,10606,469020,2386.7,6357.8,82243,20253,0,61347,24680,0,77140,8321.8,0,113270,14112,0,108590,23540,0,51733,17849,0
"975","PRKCB","PRKCB","P05771",16296,846.94,0,5647.8,0,0,11802,0,0,3720.3,0,0,7231.3,293.11,0,1614.5,0,7070.8,0,0,9161.4,1022.1,0,12785,707.81,0,34692,0,0,24787,2909.5,0,14193,554.43,0,14902,3744.6,0
"976","MYL1","MYL1","P05976",0,0,0,962.92,0,0,2425.2,0,0,0,0,0,0,924.31,0,750.15,0,0,0,0,6581.4,6108.5,0,9056.7,13579,0,23802,30749,14563,3331.1,0,0,0,0,0,561.13,14698,5121.2
"977","HPN","HPN","P05981",0,0,0,0,0,0,407.33,150.7,0,0,0,0,959.88,848.63,0,0,0,0,1351.7,0,1636.6,703.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"978","COL5A2","COL5A2","P05997",0,3851.9,0,186.39,2008.1,0,0,2702.9,0,485.09,487.38,0,0,5512.3,0,465.62,0,447.27,0,1639.1,0,1238.4,0,0,4091,0,0,0,0,0,1164.7,0,0,1581.2,0,0,424.59,0
"979","CD5","CD5","P06127",11614,0,0,6702.9,0,0,38987,0,0,4015.5,0,0,16597,0,0,0,0,0,0,0,0,0,0,4023.1,0,0,3671.2,0,0,14694,0,0,0,0,0,7023.3,0,0
"980","UROD","UROD","P06132",5356.9,0,0,20971,3185.2,0,12192,0,0,341.07,0,0,2226.6,0,0,0,0,0,0,0,0,0,0,764.55,0,0,765.47,0,0,8953.2,0,0,0,0,0,1148.1,0,0
"981","INSR","INSR","P06213",180.15,0,0,0,0,0,1141.2,0,0,0,0,0,227.19,0,0,4723.1,0,10098,0,0,0,254.55,0,749.86,0,0,449.05,0,0,445.09,0,0,569.8,0,0,208.91,0,0
"982","LCK","LCK","P06239",23730,0,0,5512.7,0,0,108770,2427.8,0,5632,0,0,49694,0,0,1265.3,0,0,6102.8,0,3743.5,0,0,14497,0,0,12617,0,0,32015,304.1,0,7666.2,0,0,19642,0,0
"983","FYN","FYN","P06241",9561.8,0,0,3346.6,0,0,31359,0,0,4245,0,0,11837,0,0,0,0,0,74661,0,4075.6,0,0,21553,0,0,12602,0,0,8440.9,0,0,7895.7,0,0,13916,1309.8,0
"984","BCHE","BCHE","P06276",17913,0,11156,7938.1,0,879.23,8409.3,641.3,9360.4,10823,0,4623.2,3581.2,484.24,0,6139.5,2737.2,5031.7,0,1888.4,2965,715.73,6919.8,0,0,16741,9471.2,2796.1,8231.5,14732,890.6,21187,0,0,1661.3,0,5244.2,11849
"985","IGKV2D-30","IGKV2D-30","P06310",69428,0,23711,42335,9801.5,14225,7582,0,10691,97159,13915,16822,0,21057,2259.6,36522,11923,0,0,0,0,0,48305,0,0,0,0,0,21096,8782.3,0,48213,0,4531.6,20879,0,0,16611
"986","IGKV4-1","IGKV4-1","P06312",1034800,14016,1202300,530980,96391,540200,194710,98139,563410,1316600,119760,890900,619870,151240,572330,527820,362680,809100,349230,424880,287810,341620,1250500,651460,712530,1057000,159750,51770,552340,878020,427840,956900,447470,280770,1022500,286590,47528,355500
"987","P06331","P06331","P06331",14875,0,3490.4,17183,0,9892.8,4377.8,0,0,94593,5952.5,0,10156,9089,7885.9,0,0,0,46569,0,3101.4,0,0,14037,7455.6,8229.9,6703.9,0,5221.4,9496.3,9849.3,0,5166.3,40814,57294,6081.1,0,0
"988","GSN","GSN","P06396",201980,51946,78631,187170,41470,40782,314070,30197,129790,180570,35520,75304,200440,83791,77955,423170,25034,93838,229120,196850,122310,95953,117540,204750,84469,129830,224590,93879,118420,341180,111070,177800,150760,58118,131070,150990,113690,43775
"989","PTMA","PTMA","P06454",19373,13262,0,134570,36039,0,40739,0,0,15394,0,0,35675,7000.3,46944,0,0,0,24269,0,39955,6894.3,0,50133,1628.2,0,23559,0,10296,40596,0,0,99160,88850,13039,79336,5852.6,0
"990","CDK1","CDK1","P06493",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2450.8,0,4851.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3825,0,0,0,0,0
"991","ATP5F1B","ATP5B","P06576",11934,18518,0,8758.5,6005.8,0,4139.6,3623.6,0,8258.2,9873.8,0,14619,103780,0,227.69,2455,0,0,0,32526,40033,0,20914,44272,0,18693,19306,0,84569,39842,0,59039,24871,0,41084,35376,0
"992","C2","C2","P06681",28347,0,34021,50905,11840,29429,10561,2102.1,36823,30868,0,24238,33754,2169.4,42391,26426,0,14346,6432.9,18145,7603.9,2967.7,20034,12339,546.4,22355,7977.3,3550.5,18554,8200.4,1327.7,35797,4906.1,805.45,36737,4353.3,2805.8,7054
"993","S100A9","S100A9","P06702",1005100,183560,312240,1485700,86284,365220,1288700,129710,65409,297880,158920,16887,502350,129620,96145,14458,91862,38514,992760,0,907040,182040,184940,1987600,919750,359810,663150,160570,293750,1177900,233190,179180,1093300,374370,148220,657970,288640,49667
"994","S100A6","S100A6","P06703",777680,95894,0,603220,161470,12854,1050800,47902,3331.8,112840,36168,0,262140,84275,3933,17318,77831,12106,277690,0,313510,104510,37096,1140200,259220,5307.2,435050,117250,23443,736360,501170,278530,624130,162300,77922,487540,77723,21297
"995","APOA4","APOA4","P06727",43034,19744,94581,103690,87223,111490,48724,107770,175390,220800,47004,181400,41486,67360,140740,175640,13134,140760,94505,416850,40021,52746,108400,169230,86908,183070,75699,427330,96438,39916,123880,188320,90124,67225,195850,47236,651040,102160
"996","CD2","CD2","P06729",6437.6,0,0,1898,0,0,48823,2128.7,0,4111.7,0,0,15852,0,0,0,0,0,7210.6,0,4487.3,0,0,23032,1859.8,0,8687.5,0,0,8913.7,0,0,5137.7,0,0,115480,0,0
"997","EIF4E","EIF4E","P06730",0,0,0,2467.3,0,0,0,0,0,0,0,0,2107.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"998","CEACAM5","CEACAM5","P06731",1635.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"999","CKM","CKM","P06732",317.76,0,0,0,0,0,493.72,0,0,0,0,0,919.69,0,0,0,0,0,0,0,0,0,0,1365.2,0,0,0,0,0,685.53,0,0,0,0,0,0,0,0
"1000","ENO1","ENO1","P06733",1006300,292860,4824.7,2356500,938930,144270,1361100,93410,5013.8,260640,94800,0,779950,207400,4217.9,127410,104250,395880,324000,1866.4,203180,151800,7258.1,100110,142910,1751.5,274770,106780,19822,702970,208470,9497.2,397990,276320,9915.9,29047,167310,7371.6
"1001","PYGL","PYGL","P06737",4471.2,0,0,6903,204.66,0,14593,0,0,255.11,0,0,0,0,0,0,0,0,1642.4,0,2566.2,634.12,0,976.58,49.704,0,8173.2,0,0,11616,476.32,0,6138.4,0,0,2687.6,1011.1,0
"1002","GPI","GPI","P06744",130950,19817,0,288180,70944,5679.1,285190,24988,3978.6,44079,19082,0,148030,45233,1538.1,22041,11404,61098,54941,0,132660,51899,2245.3,57852,22135,0,102520,18010,3364.7,93334,18352,1109.8,196360,105090,4807.4,47633,26348,0
"1003","NPM1","NPM1","P06748",1512.8,0,0,36192,29552,15844,2751.2,0,0,2478.5,1368.1,0,2923.4,385.04,0,1013.8,0,680.92,0,0,0,4041.5,0,1777.9,0,185.04,0,14536,16309,7419,1695.1,0,0,3463.7,0,11901,13336,10178
"1004","TPM3","TPM3","P06753",23719,39514,0,27944,4420.9,809.55,40609,4371.1,0,17244,13465,0,52888,21916,3465.2,4860.5,9602.9,7002.2,876460,0,18813,6194.1,0,34325,10808,0,52276,4125.5,13676,77882,6521.4,0,83890,11620,1988,53588,10094,5553.1
"1005","ITGAV","ITGAV","P06756",42887,3559.7,0,55008,4014.8,0,123960,8262.6,0,22060,2228.4,0,26702,3765.8,520.26,9304,1992.3,27878,0,0,50994,10492,0,33344,15413,0,41102,2915.4,0,47600,4353.4,0,70836,18609,672.33,29348,8375.2,425.01
"1006","LPL","LPL","P06858",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194080,0,169630,0,21929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222.11,0,0
"1007","HEXA","HEXA","P06865",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024.9,0,0,0,0,0,764.06,0,0,518.09,0,0,0,0,0,4719.9,0,0
"1008","H2BC3","HIST1H2BB","P33778",22779,11177,0,11937,21798,0,0,0,0,5740.3,16335,0,0,13577,0,7668,0,0,0,0,0,9036,0,0,0,0,15662,10773,0,22075,9894.7,0,0,4384.3,0,4792.6,0,0
"1009","SERPINE2","SERPINE2","P07093",0,477.08,0,1052.7,749.03,0,0,0,0,0,0,0,0,0,0,156350,0,81789,0,75158,1396.8,0,0,1734.9,0,0,3024.4,0,0,0,0,0,0,0,0,0,0,0
"1010","EPHX1","EPHX1","P07099",47894,3329.7,0,2569.3,0,0,2517,0,0,7647.3,2778.1,0,32168,7950.4,0,186350,0,320890,0,55463,416320,65674,0,50486,9455.7,0,178760,18894,0,156280,48307,0,245890,19206,0,259450,14169,508.88
"1011","DBI","DBI","P07108",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17924,0,3591,0,0,0,0,0,5315.9,0,0,0,0,0,0,0,0,0,0,0
