"","Suggested.Symbol","name","ID","C1","C2","C3","C4","C5"
"2639","ST3GAL1","ST3GAL1","Q11201",0,0,4063.5,0,0
"2640","ST3GAL4","ST3GAL4","Q11206",286000,0,440170,0,0
"2641","KIF1A","KIF1A","Q12756",0,0,0,0,0
"2642","SCRN1","SCRN1","Q12765",0,0,0,87179,0
"2643","TMEM94","KIAA0195","Q12767",0,0,0,0,0
"2644","WASHC5","KIAA0196","Q12768",0,0,0,0,0
"2645","NUP160","NUP160","Q12769",0,0,0,0,0
"2646","TBL3","TBL3","Q12788",0,0,0,0,0
"2647","KCNMA1","KCNMA1","Q12791",0,0,0,210960,0
"2648","TWF1","TWF1","Q12792",27027,0,89968,1518600,0
"2649","ASPH","ASPH","Q12797",75788,0,253690,0,10539
"2650","AKAP13","AKAP13","Q12802",0,0,0,0,0
"2651","EFEMP1","EFEMP1","Q12805",291510,0,0,0,107260
"2652","TRO","TRO","Q12816",3058.1,0,0,0,0
"2653","FSTL1","FSTL1","Q12841",0,0,0,0,0
"2654","STX4","STX4","Q12846",170040,0,157560,0,0
"2655","GRSF1","GRSF1","Q12849",0,0,0,0,0
"2656","SF3A3","SF3A3","Q12874",0,9019.1,0,0,0
"2657","DPYD","DPYD","Q12882",0,0,0,78884,0
"2658","FAP","FAP","Q12884",9848.4,0,0,0,0
"2659","TP53BP1","TP53BP1","Q12888",821390,0,0,0,0
"2660","OVGP1","OVGP1","Q12889",159870,22218000,0,69766000,0
"2661","HYAL2","HYAL2","Q12891",39474,0,20302,396400,0
"2662","AIMP1","AIMP1","Q12904",42172,0,52188,0,0
"2663","ILF2","ILF2","Q12905",0,0,0,0,0
"2664","ILF3","ILF3","Q12906",7444.7,0,21319,0,0
"2665","LMAN2","LMAN2","Q12907",628260,0,1561200,3224.6,169140
"2666","PTPRJ","PTPRJ","Q12913",0,95668,0,1722200,0
"2667","PTPN13","PTPN13","Q12923",0,0,0,0,0
"2668","EPS8","EPS8","Q12929",0,280180,47081,17060000,0
"2669","TRAP1","TRAP1","Q12931",0,0,0,0,0
"2670","DLG1","DLG1","Q12959",71966,0,92257,0,0
"2671","MYO1E","MYO1E","Q12965",0,0,0,99513,0
"2672","PTP4A2","PTP4A2","Q12974",66308,17134,138430,1457500,0
"2673","ABR","ABR","Q12979",0,0,0,154790,0
"2674","BNIP1","BNIP1","Q12981",0,0,0,0,0
"2675","CSTF3","CSTF3","Q12996",0,0,0,0,0
"2676","TSPAN31","TSPAN31","Q12999",0,0,29091,0,0
"2677","ECH1","ECH1","Q13011",0,0,0,0,51274
"2678","ARHGAP5","ARHGAP5","Q13017",0,0,0,0,0
"2679","STRN3","STRN3","Q13033",0,0,0,0,0
"2680","STK4","STK4","Q13043",0,0,30586,0,0
"2681","FLII","FLII","Q13045",0,0,0,0,0
"2682","TRIM32","TRIM32","Q13049",0,0,0,276760,0
"2683","COASY","COASY","Q13057",0,0,0,39848,0
"2684","ACACA","ACACA","Q13085",0,0,0,0,0
"2685","PLA2G7","PLA2G7","Q13093",0,0,0,0,0
"2686","LCP2","LCP2","Q13094",0,0,0,0,0
"2687","GPS1","GPS1","Q13098",27075,0,20247,0,0
"2688","IFT88","IFT88","Q13099",0,0,0,0,0
"2689","SPP2","SPP2","Q13103",101900,82702,47181,0,32322
"2690","USP4","USP4","Q13107",0,0,0,0,0
"2691","PDZK1IP1","PDZK1IP1","Q13113",0,0,0,50479,0
"2692","MTAP","MTAP","Q13126",37842,0,69777,832940,0
"2693","PRKAA1","PRKAA1","Q13131",25102,0,50501,165480,0
"2694","PPFIA1","PPFIA1","Q13136",20743,0,29693,0,0
"2695","CALCOCO2","CALCOCO2","Q13137",0,0,0,0,0
"2696","EIF2B5","EIF2B5","Q13144",0,0,0,0,0
"2697","TARDBP","TARDBP","Q13148",0,0,0,0,0
"2698","HNRNPA0","HNRNPA0","Q13151",8851,0,0,0,0
"2699","PAK1","PAK1","Q13153",0,0,0,0,0
"2700","AIMP2","AIMP2","Q13155",162610,0,247170,0,0
"2701","FADD","FADD","Q13158",0,0,0,38894,0
"2702","PRDX4","PRDX4","Q13162",79317,0,317770,0,191390
"2703","PAK2","PAK2","Q13177",40466,0,64626,39756,0
"2704","CBX3","CBX3","Q13185",0,0,0,0,144360
"2705","STK3","STK3","Q13188",35924,0,33176,65758,0
"2706","STX5","STX5","Q13190",0,0,0,0,0
"2707","PSMD2","PSMD2","Q13200",840170,0,664200,85383,0
"2708","MMRN1","MMRN1","Q13201",0,0,0,0,0
"2709","TBX2","TBX2","Q13207",10514000,9881900,12932000,0,0
"2710","DNAJC3","DNAJC3","Q13217",0,0,45364,0,0
"2711","PAPPA","PAPPA","Q13219",201810,0,117150,0,0
"2712","SELENBP1","SELENBP1","Q13228",6221.9,679040,0,1310600,0
"2713","NME3","NME3","Q13232",0,0,0,0,0
"2714","TRIM28","TRIM28","Q13263",0,0,0,0,0
"2715","STX3","STX3","Q13277",9642.8,75234,33358,3084600,0
"2716","G3BP1","G3BP1","Q13283",155050,0,0,0,0
"2717","CLN3","CLN3","Q13286",1559.1,0,0,0,0
"2718","NMI","NMI","Q13287",0,0,0,0,0
"2719","SLAMF1","SLAMF1","Q13291",0,0,0,0,0
"2720","KCNAB2","KCNAB2","Q13303",0,0,0,0,0
"2721","PTK7","PTK7","Q13308",137690,54786,59737,0,0
"2722","PABPC4","PABPC4","Q13310",0,0,0,0,0
"2723","IFIT5","IFIT5","Q13325",0,0,0,0,0
"2724","PTPRS","PTPRS","Q13332",0,0,0,0,0
"2725","SLC14A1","SLC14A1","Q13336",0,0,0,0,0
"2726","EIF3I","EIF3I","Q13347",15417,0,28581,0,0
"2727","MFAP5","MFAP5","Q13361",0,0,0,33746,0
"2728","PPP2R5C","PPP2R5C","Q13362",19614,0,23286,58731,0
"2729","CTBP1","CTBP1","Q13363",0,0,0,0,0
"2730","PLD1","PLD1","Q13393",34457,0,66533,118520,0
"2731","UBE2V1","UBE2V1","Q13404",0,41586,0,0,0
"2732","DYNC1I2","DYNC1I2","Q13409",179350,0,195020,57588,0
"2733","ILK","ILK","Q13418",64372,0,169050,82160,0
"2734","MSLN","MSLN","Q13421",35086,1492700,0,9721300,0
"2735","NNT","NNT","Q13423",0,0,0,0,0
"2736","SNTB2","SNTB2","Q13425",30055,0,104000,0,0
"2737","SLC39A6","SLC39A6","Q13433",0,0,0,0,0
"2738","SF3B2","SF3B2","Q13435",0,112550,0,0,0
"2739","GOLGA4","GOLGA4","Q13439",0,0,0,0,0
"2740","PDAP1","PDAP1","Q13442",0,0,0,89704,0
"2741","ADAM9","ADAM9","Q13443",0,9997.9,127330,47726,0
"2742","ADAM15","ADAM15","Q13444",0,0,0,0,0
"2743","TMED1","TMED1","Q13445",170710,0,114030,142140,0
"2744","LSAMP","LSAMP","Q13449",0,132100,0,20849,0
"2745","FKBP5","FKBP5","Q13451",0,0,0,0,0
"2746","MYO9B","MYO9B","Q13459",0,0,0,126290,0
"2747","ROCK1","ROCK1","Q13464",0,0,30939,46748,0
"2748","FZD5","FZD5","Q13467",131010,0,69070,0,0
"2749","TNK1","TNK1","Q13470",0,0,0,40655,0
"2750","IL18R1","IL18R1","Q13478",0,0,0,93196,0
"2751","TCIRG1","TCIRG1","Q13488",5684.8,0,0,0,0
"2752","GPM6B","GPM6B","Q13491",0,0,0,0,0
"2753","PICALM","PICALM","Q13492",24579,0,9213.2,201930,0
"2754","MTM1","MTM1","Q13496",0,0,0,1130200,0
"2755","SQSTM1","SQSTM1","Q13501",0,0,9109.5,0,0
"2756","MTX1","MTX1","Q13505",0,0,0,0,0
"2757","TUBB3","TUBB3","Q13509",0,0,0,0,0
"2758","ASAH1","ASAH1","Q13510",14168,0,0,0,0
"2759","PRPF4B","PRPF4B","Q13523",0,0,0,0,0
"2760","PIN1","PIN1","Q13526",0,0,0,114240,0
"2761","SERINC3","SERINC3","Q13530",17769,0,99877,0,0
"2762","RIPK1","RIPK1","Q13546",0,0,0,104690,0
"2763","HDAC1","HDAC1","Q13547",0,0,0,0,0
"2764","CAMK2B","CAMK2B","Q13554",0,0,0,0,0
"2765","CAMK2D","CAMK2D","Q13557",42905,0,21989,0,0
"2766","DCTN2","DCTN2","Q13561",65306,0,415070,0,0
"2767","PKD2","PKD2","Q13563",0,0,0,0,0
"2768","NAE1","NAE1","Q13564",0,0,0,0,0
"2769","IQGAP2","IQGAP2","Q13576",68132,0,0,1359000,0
"2770","STIM1","STIM1","Q13586",79446,0,0,0,0
"2771","SNX1","SNX1","Q13596",17608,0,90992,0,0
"2772","MTMR1","MTMR1","Q13613",0,0,0,145870,0
"2773","MTMR2","MTMR2","Q13614",0,0,0,0,0
"2774","CUL1","CUL1","Q13616",11805,0,21375,114760,0
"2775","CUL2","CUL2","Q13617",0,0,0,44153,0
"2776","CUL3","CUL3","Q13618",32097,0,16077,254840,0
"2777","CUL4A","CUL4A","Q13619",66508,0,0,155560,0
"2778","CUL4B","CUL4B","Q13620",0,0,0,0,0
"2779","GFUS","TSTA3","Q13630",0,0,0,209980,0
"2780","RAB31","RAB31","Q13636",0,0,227680,0,0
"2781","RAB32","RAB32","Q13637",10967,0,0,0,0
"2782","TPBG","TPBG","Q13641",3946.4,12721,0,167630,0
"2783","FHL1","FHL1","Q13642",99744,109360,157390,0,0
"2784","ITGA7","ITGA7","Q13683",282840,0,562110,0,8869.7
"2785","AAMP","AAMP","Q13685",0,0,0,0,0
"2786","MOGS","MOGS","Q13724",340470,0,249960,5645.1,51281
"2787","ALCAM","ALCAM","Q13740",261210,0,490240,0,0
"2788","LAMB3","LAMB3","Q13751",0,0,0,0,0
"2789","LAMC2","LAMC2","Q13753",0,0,0,0,0
"2790","THOC5","THOC5","Q13769",0,0,0,0,0
"2791","APOF","APOF","Q13790",103500,0,349790,0,23167
"2792","ARFRP1","ARFRP1","Q13795",0,0,0,0,0
"2793","ITGA9","ITGA9","Q13797",524660,0,1175000,0,0
"2794","SPTAN1","SPTAN1","Q13813",139460,0,1154600,298050,0
"2795","ENPP2","ENPP2","Q13822",0,0,0,0,0
"2796","DDX39B","DDX39B","Q13838",37677,0,50012,0,0
"2797","BLMH","BLMH","Q13867",93576,30506,71336,0,0
"2798","BMPR2","BMPR2","Q13873",547960,0,823970,0,1927
"2799","SNTB1","SNTB1","Q13884",0,0,0,0,0
"2800","TUBB2A","TUBB2A","Q13885",0,0,0,0,0
"2801","IDI1","IDI1","Q13907",187590,0,331620,0,0
"2802","CAPS","CAPS","Q13938",0,704770,0,4652200,0
"2803","CEACAM7","CEACAM7","Q14002",0,0,0,0,0
"2804","CKAP5","CKAP5","Q14008",0,0,0,0,0
"2805","COTL1","COTL1","Q14019",0,0,0,44579,0
"2806","HNRNPD","HNRNPD","Q14103",80024,0,8541.3,0,0
"2807","SCARB2","SCARB2","Q14108",29775,0,112600,0,0
"2808","NID2","NID2","Q14112",2802.7,38053,0,0,0
"2809","LRP8","LRP8","Q14114",294620,0,726520,0,0
"2810","IL18","IL18","Q14116",0,0,0,0,0
"2811","DPYS","DPYS","Q14117",12345,0,0,0,0
"2812","DAG1","DAG1","Q14118",22043,0,341340,19138,0
"2813","SEPTIN6","SEPT6","Q14141",0,0,0,81786,0
"2814","KEAP1","KEAP1","Q14145",0,0,0,194200,0
"2815","EIF3A","EIF3A","Q14152",169140,0,57228,0,0
"2816","ARHGEF7","ARHGEF7","Q14155",0,0,0,0,0
"2817","EFR3A","EFR3A","Q14156",18249,0,38495,967430,0
"2818","UBAP2L","UBAP2L","Q14157",0,0,0,0,0
"2819","SCRIB","SCRIB","Q14160",90326,0,159560,0,0
"2820","GIT2","GIT2","Q14161",0,0,0,0,0
"2821","MLEC","MLEC","Q14165",18530,0,206210,0,0
"2822","TTLL12","TTLL12","Q14166",1259,0,5845.4,808610,0
"2823","DOCK1","DOCK1","Q14185",0,0,0,103670,0
"2824","FHL2","FHL2","Q14192",115480,0,243590,80087,0
"2825","CRMP1","CRMP1","Q14194",0,0,0,0,0
"2826","DPYSL3","DPYSL3","Q14195",1220900,46030,983810,446080,0
"2827","DCTN1","DCTN1","Q14203",387740,0,463440,12096,0
"2828","DYNC1H1","DYNC1H1","Q14204",4800200,0,7337600,520940,0
"2829","LY6D","LY6D","Q14210",0,0,0,0,0
"2830","EIF2B1","EIF2B1","Q14232",0,0,0,0,0
"2831","EIF4A2","EIF4A2","Q14240",2286.7,0,28362,108060,0
"2832","SELPLG","SELPLG","Q14242",0,0,0,0,0
"2833","CTTN","CTTN","Q14247",0,0,0,156220,0
"2834","FLOT2","FLOT2","Q14254",218820,93118,748730,1872400,0
"2835","RCN2","RCN2","Q14257",0,0,143060,4315.8,0
"2836","TRIM25","TRIM25","Q14258",0,0,0,433100,0
"2837","PTK2B","PTK2B","Q14289",0,0,0,0,0
"2838","FGL2","FGL2","Q14314",0,16441,0,123650,0
"2839","FLNC","FLNC","Q14315",0,0,0,6029.6,0
"2840","FKBP8","FKBP8","Q14318",17561,0,61230,0,0
"2841","GNA13","GNA13","Q14344",976360,141400,1506600,5873600,0
"2842","GALE","GALE","Q14376",0,0,0,0,0
"2843","GAS6","GAS6","Q14393",0,0,0,0,0
"2844","GALNT3","GALNT3","Q14435",0,0,0,0,0
"2845","GPR176","GPR176","Q14439",0,0,0,0,0
"2846","CAPRIN1","CAPRIN1","Q14444",0,0,0,0,0
"2847","GRB14","GRB14","Q14449",145020,0,438930,0,6793.7
"2848","GRB7","GRB7","Q14451",0,0,0,276530,0
"2849","RBM39","RBM39","Q14498",0,0,0,0,0
"2850","WFDC2","WFDC2","Q14508",0,0,0,0,0
"2851","SPARCL1","SPARCL1","Q14515",0,0,0,414070,0
"2852","FAT1","FAT1","Q14517",38438,0,33247,0,0
"2853","HABP2","HABP2","Q14520",575340,0,511950,38154,636940
"2854","HLTF","HLTF","Q14527",0,0,0,0,0
"2855","SQLE","SQLE","Q14534",73033,0,655350,0,46358
"2856","PDIA5","PDIA5","Q14554",0,0,0,0,0
"2857","PRPSAP1","PRPSAP1","Q14558",30959,0,0,0,0
"2858","MCM6","MCM6","Q14566",0,0,0,0,0
"2859","HSP90AA2P","HSP90AA2P","Q14568",0,0,0,0,0
"2860","ITPR2","ITPR2","Q14571",26687,0,16984,0,0
"2861","ITPR3","ITPR3","Q14573",0,0,0,0,0
"2862","ITIH4","ITIH4","Q14624",6585700,1054000,3852800,402800,9547200
"2863","INPP5A","INPP5A","Q14642",28366,0,67521,178070,0
"2864","ITPR1","ITPR1","Q14643",0,0,144020,0,14771
"2865","RASA3","RASA3","Q14644",0,0,0,0,0
"2866","PLS1","PLS1","Q14651",236470,13373,491540,10069000,0
"2867","IRF3","IRF3","Q14653",0,0,0,0,0
"2868","LAGE3","LAGE3","Q14657",0,0,0,0,0
"2869","BLTP2","KIAA0100","Q14667",0,0,0,0,0
"2870","TRIP12","TRIP12","Q14669",0,0,0,0,0
"2871","PUM1","PUM1","Q14671",0,0,0,0,0
"2872","CLINT1","CLINT1","Q14677",5190.4,0,0,95376,0
"2873","SMC1A","SMC1A","Q14683",113870,0,0,0,0
"2874","DIP2A","DIP2A","Q14689",4115.7,0,17193,49596,0
"2875","GINS1","GINS1","Q14691",0,0,0,0,0
"2876","USP10","USP10","Q14694",0,0,0,0,0
"2877","MESD","MESDC2","Q14696",25589,0,86059,0,0
"2878","GANAB","GANAB","Q14697",769670,0,3826100,33863,879970
"2879","RFTN1","RFTN1","Q14699",49287,81055,0,97679,0
"2880","MBTPS1","MBTPS1","Q14703",0,0,0,0,0
"2881","SSPN","SSPN","Q14714",0,0,0,0,0
"2882","MFSD10","MFSD10","Q14728",15770,0,72085,0,0
"2883","PPP2R5D","PPP2R5D","Q14738",16764,0,26959,104860,0
"2884","LBR","LBR","Q14739",0,0,0,0,0
"2885","COG2","COG2","Q14746",0,0,0,0,0
"2886","PTPRCAP","PTPRCAP","Q14761",0,0,0,0,0
"2887","MVP","MVP","Q14764",11744000,0,3974700,0,120710
"2888","LTBP1","LTBP1","Q14766",0,0,0,0,0
"2889","LTBP2","LTBP2","Q14767",0,0,0,0,0
"2890","ICAM4","ICAM4","Q14773",0,0,0,0,0
"2891","GOLGB1","GOLGB1","Q14789",0,0,0,0,0
"2892","FXYD3","FXYD3","Q14802",0,0,0,0,0
"2893","CHD4","CHD4","Q14839",18123,0,0,0,0
"2894","LASP1","LASP1","Q14847",0,0,0,973390,0
"2895","STARD3","STARD3","Q14849",0,0,0,0,0
"2896","PTGR1","PTGR1","Q14914",0,0,0,809720,0
"2897","SLC17A1","SLC17A1","Q14916",188520,0,0,0,45047
"2898","GPNMB","GPNMB","Q14956",0,0,0,0,0
"2899","KPNB1","KPNB1","Q14974",827110,0,987280,442060,0
"2900","NUMA1","NUMA1","Q14980",0,0,0,0,0
"2901","CUL7","CUL7","Q14999",309190,10456,254310,52999,0
"2902","SLMAP","SLMAP","Q14BN4",2697.4,0,0,0,0
"2903","GAPVD1","GAPVD1","Q14C86",11801,0,4480.9,12065,0
"2904","NAA25","NAA25","Q14CX7",0,0,0,30176,0
"2905","FASTKD3","FASTKD3","Q14CZ7",371090,0,0,0,0
"2906","SPCS2","SPCS2","Q15005",36916,0,141590,0,8463.1
"2907","EMC2","EMC2","Q15006",0,0,0,0,0
"2908","PSMD6","PSMD6","Q15008",139340,0,235750,42917,0
"2909","HERPUD1","HERPUD1","Q15011",0,0,0,0,5724
"2910","LAPTM4A","LAPTM4A","Q15012",0,0,0,0,0
"2911","SEPTIN2","SEPT2","Q15019",317200,0,825260,1921300,0
"2912","SART3","SART3","Q15020",0,0,0,0,0
"2913","EXOSC7","EXOSC7","Q15024",0,0,0,0,0
"2914","TNIP1","TNIP1","Q15025",0,0,0,0,0
"2915","ACAP1","ACAP1","Q15027",0,0,0,0,0
"2916","EFTUD2","EFTUD2","Q15029",0,0,0,0,0
"2917","LARS2","LARS2","Q15031",0,0,0,0,0
"2918","SNX17","SNX17","Q15036",19045,0,38600,170310,0
"2919","ARL6IP1","ARL6IP1","Q15041",496070,0,963670,0,54246
"2920","RAB3GAP1","RAB3GAP1","Q15042",0,0,0,0,0
"2921","SLC39A14","SLC39A14","Q15043",1019200,10820,1676500,0,0
"2922","KARS1","KARS","Q15046",20844,0,0,0,0
"2923","ARHGEF6","ARHGEF6","Q15052",0,0,0,0,0
"2924","KIAA0040","KIAA0040","Q15053",0,0,0,562210,1603300
"2925","EIF4H","EIF4H","Q15056",0,0,24176,0,0
"2926","ACAP2","ACAP2","Q15057",0,0,0,0,0
"2927","BRD3","BRD3","Q15059",0,0,0,0,0
"2928","POSTN","POSTN","Q15063",73852,0,0,85681,0
"2929","ACOX1","ACOX1","Q15067",0,0,0,0,0
"2930","EEA1","EEA1","Q15075",0,0,0,0,0
"2931","PDIA6","PDIA6","Q15084",121610,0,1200800,0,258790
"2932","PAFAH1B3","PAFAH1B3","Q15102",0,0,0,414190,0
"2933","PCOLCE","PCOLCE","Q15113",0,0,0,0,0
"2934","PEA15","PEA15","Q15121",0,0,0,110900,0
"2935","PGM5","PGM5","Q15124",0,0,0,12471,0
"2936","EBP","EBP","Q15125",201030,0,1039000,0,65011
"2937","PMVK","PMVK","Q15126",0,0,0,28681,0
"2938","PRKD1","PRKD1","Q15139",0,0,0,0,0
"2939","PLCB4","PLCB4","Q15147",0,0,0,5230600,0
"2940","PLEC","PLEC","Q15149",45384,0,53857,61955,0
"2941","NOMO1","NOMO1","Q15155",116160,0,1019400,0,306510
"2942","PON2","PON2","Q15165",133140,0,187810,0,47892
"2943","PON3","PON3","Q15166",0,0,0,0,0
"2944","PPP2R5A","PPP2R5A","Q15172",0,0,0,0,0
"2945","PPA1","PPA1","Q15181",0,0,229240,1898900,0
"2946","PTGES3","PTGES3","Q15185",57851,0,162250,214270,0
"2947","STK38","STK38","Q15208",0,0,0,82754,0
"2948","NONO","NONO","Q15233",0,0,0,0,0
"2949","PTPA","PPP2R4","Q15257",0,0,0,183190,0
"2950","PTPRK","PTPRK","Q15262",108650,0,58771,0,0
"2951","QPRT","QPRT","Q15274",50042,0,0,130060,0
"2952","RASA2","RASA2","Q15283",0,0,0,0,0
"2953","RAB35","RAB35","Q15286",47952,159510,429730,837080,0
"2954","RCN1","RCN1","Q15293",9731.4,0,196170,0,100530
"2955","RALBP1","RALBP1","Q15311",0,0,0,65328,0
"2956","LLGL1","LLGL1","Q15334",3428.5,0,15747,0,0
"2957","LRRC41","LRRC41","Q15345",0,0,0,0,0
"2958","TMED2","TMED2","Q15363",783900,0,1866700,0,114870
"2959","PCBP1","PCBP1","Q15365",252490,47549,729730,0,0
"2960","PCBP2","PCBP2","Q15366",107760,0,219440,0,0
"2961","ELOC","TCEB1","Q15369",0,0,158530,0,0
"2962","ELOB","TCEB2","Q15370",21588,0,0,18789,0
"2963","RHEB","RHEB","Q15382",28984,0,0,6774.6,0
"2964","UBE3C","UBE3C","Q15386",0,0,0,0,0
"2965","DHCR24","DHCR24","Q15392",4837900,0,18955000,0,2116200
"2966","SF3B3","SF3B3","Q15393",58930,2936200,168720,0,50853
"2967","PUM3","KIAA0020","Q15397",0,0,0,0,0
"2968","TLR1","TLR1","Q15399",0,0,0,19255,0
"2969","RSU1","RSU1","Q15404",0,0,0,204020,0
"2970","CNN3","CNN3","Q15417",0,0,55708,518180,0
"2971","RPS6KA1","RPS6KA1","Q15418",0,0,2256.2,155250,0
"2972","SF3B4","SF3B4","Q15427",0,397920,0,0,0
"2973","SF3A2","SF3A2","Q15428",0,0,0,0,0
"2974","PPP1R7","PPP1R7","Q15435",24335,0,0,68061,0
"2975","SEC23A","SEC23A","Q15436",165750,0,354540,27318,0
"2976","SEC23B","SEC23B","Q15437",0,0,0,91070,0
"2977","CYTH1","CYTH1","Q15438",0,0,0,0,0
"2978","SF3A1","SF3A1","Q15459",1445700,0,273250,0,0
"2979","SKIC2","SKIV2L","Q15477",0,0,0,0,0
"2980","FCN2","FCN2","Q15485",2599300,147050,917290,46636,20790
"2981","CDSN","CDSN","Q15517",0,0,0,0,0
"2982","MAPRE2","MAPRE2","Q15555",0,0,0,19049,0
"2983","TGFBI","TGFBI","Q15582",77623,20890,0,1013500,70396
"2984","SLC9A3R2","SLC9A3R2","Q15599",7290.2,138650,0,25812000,0
"2985","TRADD","TRADD","Q15628",85436,0,0,342030,0
"2986","TRAM1","TRAM1","Q15629",0,0,0,0,0
"2987","TSN","TSN","Q15631",8820.1,0,0,113630,0
"2988","TRIP10","TRIP10","Q15642",0,0,0,75661,0
"2989","TRIP11","TRIP11","Q15643",0,90487,0,0,0
"2990","TRIP13","TRIP13","Q15645",2771.1,0,0,0,0
"2991","TRIP6","TRIP6","Q15654",0,0,0,42506,0
"2992","PTPN14","PTPN14","Q15678",0,0,0,393470,0
"2993","MAPRE1","MAPRE1","Q15691",28671,0,28908,81502,0
"2994","ELAVL1","ELAVL1","Q15717",0,0,0,0,0
"2995","LTB4R","LTB4R","Q15722",0,0,0,0,0
"2996","NSDHL","NSDHL","Q15738",234480,0,749350,0,75073
"2997","MYLK","MYLK","Q15746",0,0,0,82203,0
"2998","SLC1A5","SLC1A5","Q15758",1557400,23690,813220,0,0
"2999","CD226","CD226","Q15762",0,0,0,0,0
"3000","TOMM34","TOMM34","Q15785",0,0,0,0,0
"3001","SMAD2","SMAD2","Q15796",32054,0,34951,125040,0
"3002","SMAD1","SMAD1","Q15797",0,0,0,228410,0
"3003","MSMO1","MSMO1","Q15800",321100,0,1407700,0,0
"3004","NPTX1","NPTX1","Q15818",0,0,0,0,0
"3005","STXBP2","STXBP2","Q15833",229270,706610,666070,26962000,0
"3006","VAMP3","VAMP3","Q15836",248310,52614,333550,0,27029
"3007","NEDD8","NEDD8","Q15843",12899,11527,34507,319380,0
"3008","CLUL1","CLUL1","Q15846",0,0,0,0,0
"3009","ADIRF","ADIRF","Q15847",0,0,0,0,0
"3010","ADIPOQ","ADIPOQ","Q15848",213360,0,73865,74851,115930
"3011","ENTREP1","FAM189A2","Q15884",0,0,0,35818,0
"3012","ATP6AP1","ATP6AP1","Q15904",0,0,0,0,0
"3013","RAB11B","RAB11B","Q15907",377850,87743,536170,1395500,0
"3014","ZYX","ZYX","Q15942",32271,0,0,0,0
"3015","ETFDH","ETFDH","Q16134",0,0,0,0,0
"3016","SEPTIN7","SEPT7","Q16181",308950,0,412370,1524200,0
"3017","ADRM1","ADRM1","Q16186",0,0,0,0,0
"3018","CCDC6","CCDC6","Q16204",0,0,0,0,0
"3019","UAP1","UAP1","Q16222",16489,0,28002,0,0
"3020","IGFBP7","IGFBP7","Q16270",22496,0,57980,0,0
"3021","SLC15A2","SLC15A2","Q16348",0,322130,0,6106200,0
"3022","LAMA4","LAMA4","Q16363",0,13199,0,0,0
"3023","PSMD5","PSMD5","Q16401",45498,0,48660,70842,0
"3024","PKN1","PKN1","Q16512",0,0,0,0,0
"3025","PKN2","PKN2","Q16513",0,0,0,162980,0
"3026","CSRP2","CSRP2","Q16527",0,0,0,527740,0
"3027","DDB1","DDB1","Q16531",46486,0,75029,74347,0
"3028","MAPK14","MAPK14","Q16539",0,0,0,70971,0
"3029","CDC37","CDC37","Q16543",146040,0,0,157810,0
"3030","DPYSL2","DPYSL2","Q16555",150370,30936,637030,133160,0
"3031","SYPL1","SYPL1","Q16563",0,0,386780,0,0
"3032","ACKR1","ACKR1","Q16570",0,0,0,0,0
"3033","RBBP7","RBBP7","Q16576",4546.9,0,0,0,0
"3034","C3AR1","C3AR1","Q16581",0,0,0,0,0
"3035","SGCB","SGCB","Q16585",0,0,0,0,0
"3036","ECM1","ECM1","Q16610",316180,54975,72429,0,435210
"3037","STX1A","STX1A","Q16623",0,0,0,0,0
"3038","OCLN","OCLN","Q16625",0,0,0,0,0
"3039","SRSF7","SRSF7","Q16629",10307,0,0,0,0
"3040","CPSF6","CPSF6","Q16630",0,0,0,0,0
"3041","SMN1","SMN1","Q16637",0,0,0,0,0
"3042","DBN1","DBN1","Q16643",0,0,0,89061,0
"3043","PTGIS","PTGIS","Q16647",243850,0,0,0,0
"3044","PRSS8","PRSS8","Q16651",0,0,0,229000,0
"3045","FSCN1","FSCN1","Q16658",6360900,165920,12173000,369840,270390
"3046","IFI16","IFI16","Q16666",0,0,0,0,0
"3047","CYP1B1","CYP1B1","Q16678",0,0,25603,0,3541
"3048","DECR1","DECR1","Q16698",23730,0,22758,0,0
"3049","MAN2A1","MAN2A1","Q16706",121870,0,119450,0,33554
"3050","NDUFA5","NDUFA5","Q16718",0,0,0,0,0
"3051","KYNU","KYNU","Q16719",0,0,0,0,0
"3052","CLPP","CLPP","Q16740",0,0,0,0,0
"3053","QPCT","QPCT","Q16769",0,0,0,0,0
"3054","GSTA3","GSTA3","Q16772",0,0,2029600,80202,0
"3055","GUK1","GUK1","Q16774",0,0,0,35799,0
"3056","HAGH","HAGH","Q16775",0,0,0,173060,0
"3057","H2AC18","HIST2H2AA3","Q6FI13",0,0,1011700,8720.7,16175
"3058","LAMA3","LAMA3","Q16787",0,0,0,0,0
"3059","CA9","CA9","Q16790",0,0,0,0,0
"3060","NDUFA9","NDUFA9","Q16795",0,0,0,0,0
"3061","RTN1","RTN1","Q16799",0,0,0,0,0
"3062","PCK2","PCK2","Q16822",0,0,0,0,0
"3063","PTPRO","PTPRO","Q16827",0,0,0,0,0
"3064","DDR2","DDR2","Q16832",5426.4,0,0,0,0
"3065","HADH","HADH","Q16836",0,0,0,0,0
"3066","CYP51A1","CYP51A1","Q16850",969550,0,3860800,0,1218200
"3067","UGP2","UGP2","Q16851",312020,0,454110,463710,0
"3068","AOC3","AOC3","Q16853",2020400,85842,3294800,0,48136
"3069","TXNRD1","TXNRD1","Q16881",29604,0,168610,685520,0
"3070","IMMT","IMMT","Q16891",53605,0,5723.6,0,0
