"","category","marker","Gene.name.updated","U1","U2","U3","U4","U5","U6","U7","U8","U9","U10","U11","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","S11","B1","B2","B3","B4","B5","B6","B7","B8","B9","B10","B11"
"122","cat2","ANXA11","ANXA11",600220,306320,417180,363600,441580,304740,192900,559250,231090,109790,120030,138270,102420,63075,76436,140450,72698,65272,87681,17897,31564,30397,0,0,0,0,382.41,0,0,0,0,0,0
"123","cat2","ANXA13","ANXA13",22953,22606,13950,35422,31483,24733,9404.3,7958,25049,2944.3,2790.9,0,0,0,797.93,963.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"124","cat2","HSPA8","HSPA8",162470,123940,220810,291510,311500,162000,254550,454440,359170,110130,163800,58221,70610,52211,98170,160280,92183,92381,167150,41205,45335,45356,9667.3,997.47,25311,4845,22219,16776,1103.6,42237,5724.3,0,1588.8
"125","cat2","HSP90AB1","HSP90AB1",28259,44411,69678,129200,174110,45069,143650,328700,277160,72248,101400,23270,20057,29687,29046,115400,44471,47761,97486,19461,22634,27830,923.18,689.64,8145.5,1323.9,12716,1708.3,504.82,26269,1435.5,345.87,1077.2
"126","cat2","ARF6","ARF6",104420,32289,91732,162040,43305,28529,102000,112320,326960,25305,103710,40585,24463,23816,43660,38777,30375,31933,17999,21109,17568,28978,0,0,0,0,0,0,0,0,0,0,0
"127","cat2","SDCBP","SDCBP",162190,29155,95473,416520,51970,10597,397710,591250,327810,150440,192050,55042,98335,20084,293900,78327,53932,23471,219210,32408,105020,74563,0,0,0,0,0,1383.8,0,0,0,0,0
"128","cat2","MAPT","MAPT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","cat2","HSPA1A","HSPA1A",61977,59390,138760,235300,161390,70435,201080,575890,304950,62222,183570,55643,34445,47486,75644,106070,73326,69759,207050,32376,16045,62950,1200.4,0,12124,439.98,7000.2,6981.5,0,41543,4051.3,0,1664.1
"130","cat2","ACTB","ACTB",183170,10882,520980,885460,54769,17785,396530,453180,569370,220810,286970,189600,208460,275730,323930,141260,338350,183820,144640,129140,103060,187380,6030.2,2742.9,30044,4043.4,1790,10360,3287.4,13219,4534,0,0
"131","cat2","ACTA1","ACTA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"132","cat2","ACTA2","ACTA2",0,0,0,1833.1,0,2525.1,751.01,676.43,0,0,1166.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"133","cat2","ACTG1","ACTG1",2656000,4795500,8185700,7491100,3702500,3907000,5279800,5044300,8418500,2560600,4819200,1842300,2097400,2310800,3428400,1815100,2952500,2987200,1867900,1216700,1390400,1600700,217810,84653,413290,158900,188280,155810,72963,593500,151730,22885,42675
"134","cat2","ACTG2","ACTG2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","cat2","ACTC1","ACTC1",717470,903600,1325900,1264900,1029600,616920,1053000,948020,1368000,572200,1010800,301070,464710,319740,657480,392000,733210,436140,398240,222760,232830,334040,35842,16168,89881,44561,52178,20901,7744.3,69770,38877,3968.6,19200
"136","cat2","TUBA1A","TUBA1A",4885.8,5972.2,17073,22026,0,0,12242,35089,13784,5089.7,21755,5529.3,7614.7,6660.8,13082,7390.6,9776.6,4311.5,13229,3722.7,4013.4,12605,1493.7,0,2286.7,0,0,2454.9,0,2008.1,0,0,0
"137","cat2","TUBA1B","TUBA1B",205360,150580,415990,484580,513450,199280,326440,998710,608280,178370,359400,235290,163540,457030,239420,489100,396760,190450,287000,110400,111070,171750,42028,8363.7,67194,9587.9,11838,108650,8201.2,73327,4292.7,0,4302.9
"138","cat2","TUBA1C","TUBA1C",0,0,0,7755.3,0,0,996.95,23632,7528.4,0,0,0,0,0,0,0,0,0,2650.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"139","cat2","TUBA3C","TUBA3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","cat2","TUBA3D","TUBA3D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","cat2","TUBA3E","TUBA3E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","cat2","TUBA4A","TUBA4A",0,0,0,11240,0,0,1255.7,17419,13911,0,693.28,1743.7,0,3966.8,2858.9,6343,4340.9,1397.5,8764.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"143","cat2","TUBA8","TUBA8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","cat2","TUBB","TUBB",86678,19260,175970,199700,71144,17669,87621,277950,156140,42232,90542,82301,28988,213650,81525,130120,141520,50432,105400,34134,41604,51663,8432.8,4121.8,18402,3206.6,2899.6,28138,1135.7,17846,1319,0,1523.8
"145","cat2","TUBB1","TUBB1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"146","cat2","TUBB2A","TUBB2A",0,0,0,0,0,307.57,0,0,0,0,0,0,0,0,0,0,0,0,1770.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"147","cat2","TUBB2B","TUBB2B",0,0,290.94,6110.1,0,0,916.61,4238.5,1234.7,3941.1,7790,339.92,0,6379.9,4063.5,7662.1,0,0,0,0,0,7167.8,0,0,689.99,0,0,0,0,0,0,0,0
"148","cat2","TUBB3","TUBB3",0,3509.6,4876.6,1114.8,18811,0,415.82,8303.8,3959,64.121,3329.6,0,529.15,735.25,0,6488.2,583.61,0,4966.1,0,0,1744.7,0,0,0,0,0,0,0,0,0,0,0
"149","cat2","TUBB4A","TUBB4A",3353.3,0,6082.4,3121,24592,0,962.35,3661.4,2498.4,0,0,0,0,4720.6,0,2260.4,5746.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"150","cat2","TUBB4B","TUBB4B",276820,171150,464460,574980,742910,315470,273730,853010,663640,145200,221000,213480,119940,304430,269130,377250,402130,113050,351870,91948,72290,141840,27839,8515.1,34195,7322.4,14397,65322,0,72493,950.84,0,3239.7
"151","cat2","TUBB6","TUBB6",2587.7,6642.5,12255,17585,38352,3173.8,6689.4,15045,17180,1586.1,0,4522.6,0,47088,2317.9,12911,19890,0,8962.5,0,0,0,0,0,2017.5,0,0,590.22,0,0,0,0,0
"152","cat2","TUBB8","TUBB8",10868,4553.4,24252,30473,31803,10789,14218,58519,35230,7393.8,13642,8732.2,7324.1,12470,13756,9099.2,10139,3913,16481,4203.7,3805.6,5211.6,1552.6,0,1053.7,0,0,1156.5,0,2131.1,0,0,0
"153","cat2","TUBB8B","TUBB8B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","cat2","TUBG1","TUBG1",2021.7,0,814.08,0,22494,3854.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"155","cat2","TUBD1","TUBD1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","cat2","GAPDH","GAPDH",1587200,1456500,1566500,1451400,3467800,959280,1301700,4949300,4296500,839480,1447200,676790,400660,855130,632080,507660,865480,279780,1774600,421730,252390,312240,181130,35698,79304,54521,113610,152810,25619,559450,115180,11627,38401
"157","cat3","APOA1","APOA1",531360,1577700,1281400,1236900,565240,778630,1614200,2032200,766880,3113900,1737900,1111500,1809000,2550800,3711800,790770,3807200,1098900,2220300,971250,1840900,3503600,3654800,3887500,4020400,5841300,4589800,2555300,5030400,4504200,1921600,6494300,3519900
"158","cat3","APOA2","APOA2",823310,178490,1404200,735690,62388,29256,1317000,1971000,311520,8261700,1010000,2251200,3233800,3598200,4928200,949360,4122800,788350,3312000,3573500,3269000,3262200,5474900,6426300,4508400,7093000,2786500,2237600,4771600,3135500,5889000,4744200,3393400
"159","cat3","APOB","APOB",97193,86568,275350,21698,28652,42616,74852,97157,71441,80880,95403,2262900,2151500,1115300,3647600,634150,939160,1620400,2783600,3051900,2014000,3062500,924310,679920,529520,597950,379420,821960,1183500,1027000,994390,633780,381380
"160","cat3","APOB100","APOB100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","cat3","ALB","ALB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","cat3","UMOD","UMOD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","cat4","H1-0","H1-0",0,0,0,0,18029,4216.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"164","cat4","H1-1","H1-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","cat4","H1-2","H1-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","cat4","H1-3","H1-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","cat4","H1-4","H1-4",0,0,0,0,2903.7,8302.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1784.2,0,0,0,0,0,0,0,0,0,0,0,0,0
"168","cat4","H1-5","H1-5",0,0,0,0,0,1977.8,0,0,0,0,0,0,0,0,0,0,0,1384.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"169","cat4","H1-6","H1-6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","cat4","H1-7","H1-7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","cat4","H1-8","H1-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","cat4","H1-9P","H1-9P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","cat4","H1-10","H1-10",0,0,0,0,0,915.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1261.1,0,0,0,0,0,0,0,0,0,0,1014.5
"174","cat4","H1-12P","H1-12P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","cat4","H2AB1","H2AB1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","cat4","H2AB2","H2AB2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","cat4","H2AB3","H2AB3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","cat4","H2AC1","H2AC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","cat4","H2AC2P","H2AC2P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","cat4","H2AC3P","H2AC3P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","cat4","H2AC4","H2AC4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","cat4","H2AC5P","H2AC5P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","cat4","H2AC6","H2AC6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"184","cat4","H2AC7","H2AC7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","cat4","H2AC8","H2AC8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","cat4","H2AC9P","H2AC9P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","cat4","H2AC10P","H2AC10P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","cat4","H2AC11","H2AC11",1233600,199350,907230,1501200,671260,333170,1432400,1146800,453850,601170,159520,861100,467100,671540,1050000,228250,1103900,1825900,1794000,935090,835780,486420,5220.3,8801.7,41872,34850,35977,82028,107260,572600,100840,27932,6659.1
"189","cat4","H2AC12","H2AC12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","cat4","H2AC13","H2AC13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","cat4","H2AC14","H2AC14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","cat4","H2AC15","H2AC15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","cat4","H2AC16","H2AC16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","cat4","H2AC17","H2AC17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","cat4","H2AC18","H2AC18",0,2924.9,7894.7,16367,7307.7,4435.6,53416,8739.5,38259,2013.9,5195.8,4341.7,2326.1,1434.3,10976,5573.9,0,0,22776,0,5948.4,14397,2609.9,0,675.72,18423,6552.6,0,4019.1,23817,7110.8,2290.2,1329.8
"196","cat4","H2AC19","H2AC19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","cat4","H2AC20","H2AC20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","cat4","H2AC21","H2AC21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","cat4","H2AJ","H2AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","cat4","H2AL1MP","H2AL1MP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","cat4","H2AL1Q","H2AL1Q",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","cat4","H2AL3","H2AL3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","cat4","H2AP","H2AP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","cat4","H2AQ1P","H2AQ1P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","cat4","H2AW","H2AC25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","cat4","H2AX","H2AX",74827,0,21154,35269,30519,9622.3,24062,26511,15807,7359.2,0,26028,5757,4691.7,25377,0,22180,7405.1,43555,21395,12253,13867,0,0,0,0,0,0,0,6675.1,718.97,0,0
"207","cat4","H2AZ1","H2AZ1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","cat4","H2AZ2","H2AZ2",941.71,0,0,0,1349.4,0,1097.9,0,2607.3,0,0,0,0,0,1622.7,0,0,0,0,0,1252.8,3434.7,0,0,0,0,0,0,0,1389.5,0,0,0
"209","cat4","MACROH2A1","MACROH2A1",4538.4,1248.8,2721.2,11683,10568,3335.4,9477.4,8776.9,1405.3,1543.4,0,4580.4,0,2786.4,4821.3,1212.7,6301.2,7869.5,11130,5239.3,930.75,2515.1,0,0,0,0,0,0,0,0,0,0,0
"210","cat4","MACROH2A2","MACROH2A2",0,0,0,4832,3976.2,0,2761.6,1564.6,417.63,185.27,0,1397.2,0,732.39,1245.7,0,2887.1,7125.6,5328.7,3706.3,0,4068.5,0,0,0,0,0,0,0,0,0,0,0
"211","cat4","H2BC1","H2BC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","cat4","H2BC2P","H2BC2P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","cat4","H2BC3","H2BC3",0,0,15662,22075,0,4792.6,22779,11937,0,5740.3,0,9036,0,10773,9894.7,4384.3,0,11177,21798,0,16335,13577,0,0,0,0,0,0,0,0,0,0,0
"214","cat4","H2BC4","H2BC4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","cat4","H2BC5","H2BC5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","cat4","H2BC6","H2BC6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","cat4","H2BC7","H2BC7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","cat4","H2BC8","H2BC8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","cat4","H2BC9","H2BC9",438410,3098.3,275630,880480,73914,34866,843190,584360,237260,270860,71549,348850,183700,256150,395980,159300,478860,817780,752820,359720,385520,256120,0,0,0,0,0,14314,29954,246120,22072,0,31535
"220","cat4","H2BC10","H2BC10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","cat4","H2BC11","H2BC11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","cat4","H2BC12","H2BC12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","cat4","H2BC13","H2BC13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","cat4","H2BC14","H2BC14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","cat4","H2BC15","H2BC15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","cat4","H2BC16P","H2BC16P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","cat4","H2BC17","H2BC17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","cat4","H2BC18","H2BC18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","cat4","H2BC19P","H2BC19P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","cat4","H2BC20P","H2BC20P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","cat4","H2BC21","H2BC21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","cat4","H2BE1","H2BK1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","cat4","H2BS1","H2BC12L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","cat4","H2BU1","H2BC26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","cat4","H2BU2P","H2BC27P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","cat4","H2BW1","H2BW1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","cat4","H2BW2","H2BW2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","cat4","H2BW3P","H2BW3P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","cat4","H2BW4P","H2BW4P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
