Patient	Replicate	Size	Number
B1	3	0.5248	0
B1	3	0.5627	0
B1	3	0.6035	0
B1	3	0.6472	0
B1	3	0.694	0
B1	3	0.7443	0
B1	3	0.7982	0
B1	3	0.8559	0
B1	3	0.9179	0
B1	3	0.9844	0
B1	3	1.056	0
B1	3	1.132	0
B1	3	1.214	0
B1	3	1.302	0
B1	3	1.396	0
B1	3	1.497	0
B1	3	1.606	0
B1	3	1.722	0
B1	3	1.846	0
B1	3	1.98	0
B1	3	2.124	0
B1	3	2.277	0
B1	3	2.442	0
B1	3	2.619	0
B1	3	2.809	0
B1	3	3.012	0
B1	3	3.23	0
B1	3	3.464	0
B1	3	3.714	0
B1	3	3.983	0
B1	3	4.272	0
B1	3	4.581	0
B1	3	4.913	0
B1	3	5.268	0
B1	3	5.65	0
B1	3	6.059	0
B1	3	6.497	0
B1	3	6.968	0
B1	3	7.472	0
B1	3	8.013	0
B1	3	8.593	0
B1	3	9.215	0
B1	3	9.882	0
B1	3	10.6	0
B1	3	11.37	0
B1	3	12.19	0
B1	3	13.07	0
B1	3	14.02	0
B1	3	15.03	0
B1	3	16.12	0
B1	3	17.29	0
B1	3	18.54	0
B1	3	19.88	0
B1	3	21.32	0
B1	3	22.86	1.387
B1	3	24.52	6.343
B1	3	26.29	13.43
B1	3	28.2	18.32
B1	3	30.24	18.88
B1	3	32.43	15.99
B1	3	34.77	11.58
B1	3	37.29	7.288
B1	3	39.99	3.968
B1	3	42.89	1.824
B1	3	45.99	0.6682
B1	3	49.32	0.1726
B1	3	52.89	0.0231
B1	3	56.72	0
B1	3	60.83	0
B1	3	65.23	0
B1	3	69.95	0
B1	3	75.02	0
B1	3	80.45	0
B1	3	86.27	0
B1	3	92.52	0
B1	3	99.21	0.0008994
B1	3	106.4	0.004124
B1	3	114.1	0.00913
B1	3	122.4	0.01379
B1	3	131.2	0.01665
B1	3	140.7	0.0174
B1	3	150.9	0.01645
B1	3	161.8	0.01444
B1	3	173.5	0.01196
B1	3	186.1	0.009445
B1	3	199.6	0.007016
B1	3	214	0.004656
B1	3	229.5	0.002624
B1	3	246.1	0.001203
B1	3	264	0.0004054
B1	3	283.1	7.75E-05
B1	3	303.6	2.63E-06
B1	3	325.5	0
B1	3	349.1	6.16E-05
B1	3	374.4	0.0002694
B1	3	401.5	0.0005402
B1	3	430.6	0.0006903
B1	3	461.7	0.0006527
B1	3	495.2	0.0004888
B1	3	531	0.0002905
B1	3	569.4	0.0001236
B1	3	610.7	2.78E-05
B1	3	654.9	8.00E-07
B1	3	702.3	0.00E+00
B1	3	753.1	0
B1	3	807.7	0.00E+00
B1	3	866.1	0.00E+00
B1	3	928.8	0.00E+00
B1	3	996.1	0
B1	3	1068	0
B1	3	1146	0
B1	3	1228	0
B1	3	1317	0
B1	3	1413	0
B1	3	1515	0
B1	3	1625	0
B1	3	1742	0
B1	3	1868	0
B1	3	2004	0
B1	3	2149	0
B1	3	2304	0
B1	3	2471	0
B1	3	2650	0
B1	3	2842	0
B1	3	3048	0
B1	3	3268	0
B1	3	3505	0
B1	3	3759	0
B1	3	4031	0
B1	3	4323	0
B1	3	4635	0
B1	3	4971	0
B1	3	5331	0
B1	3	5717	0
B1	3	6131	0
B1	3	6575	0
B1	3	7051	0
B1	3	7561	0
B1	3	8108	0
B1	3	8695	0
B1	3	9325	0
B1	3	1.00E+04	0
U2	1	0.3	0
U2	1	0.3217	0
U2	1	0.345	0
U2	1	0.37	0
U2	1	0.3968	0
U2	1	0.4255	0
U2	1	0.4563	0
U2	1	0.4893	0
U2	1	0.5248	0
U2	1	0.5627	0
U2	1	0.6035	0
U2	1	0.6472	0
U2	1	0.694	0
U2	1	0.7443	0
U2	1	0.7982	0
U2	1	0.8559	0
U2	1	0.9179	0
U2	1	0.9844	0
U2	1	1.056	0
U2	1	1.132	0
U2	1	1.214	0
U2	1	1.302	0
U2	1	1.396	0
U2	1	1.497	0
U2	1	1.606	0
U2	1	1.722	0
U2	1	1.846	0
U2	1	1.98	0
U2	1	2.124	0
U2	1	2.277	0
U2	1	2.442	0
U2	1	2.619	0
U2	1	2.809	0
U2	1	3.012	0
U2	1	3.23	0
U2	1	3.464	0
U2	1	3.714	0
U2	1	3.983	0
U2	1	4.272	0
U2	1	4.581	0
U2	1	4.913	0
U2	1	5.268	0
U2	1	5.65	0
U2	1	6.059	0
U2	1	6.497	0
U2	1	6.968	0
U2	1	7.472	0
U2	1	8.013	0
U2	1	8.593	0
U2	1	9.215	0
U2	1	9.882	0
U2	1	10.6	0
U2	1	11.37	0
U2	1	12.19	0
U2	1	13.07	0
U2	1	14.02	0
U2	1	15.03	0
U2	1	16.12	0
U2	1	17.29	0
U2	1	18.54	0
U2	1	19.88	0
U2	1	21.32	0
U2	1	22.86	0
U2	1	24.52	0
U2	1	26.29	0
U2	1	28.2	0
U2	1	30.24	0
U2	1	32.43	0
U2	1	34.77	0
U2	1	37.29	0
U2	1	39.99	0
U2	1	42.89	0
U2	1	45.99	0
U2	1	49.32	0
U2	1	52.89	0
U2	1	56.72	0
U2	1	60.83	0
U2	1	65.23	0
U2	1	69.95	0
U2	1	75.02	0
U2	1	80.45	0
U2	1	86.27	0
U2	1	92.52	0
U2	1	99.21	0
U2	1	106.4	0.7833
U2	1	114.1	3.444
U2	1	122.4	7.308
U2	1	131.2	10.66
U2	1	140.7	12.58
U2	1	150.9	12.99
U2	1	161.8	12.24
U2	1	173.5	10.82
U2	1	186.1	9.136
U2	1	199.6	7.308
U2	1	214	5.305
U2	1	229.5	3.377
U2	1	246.1	1.861
U2	1	264	0.859
U2	1	283.1	3.01E-01
U2	1	303.6	0.0613
U2	1	325.5	0.003094
U2	1	349.1	0.02878
U2	1	374.4	0.1123
U2	1	401.5	0.198
U2	1	430.6	0.2217
U2	1	461.7	0.1846
U2	1	495.2	0.1216
U2	1	531	0.06373
U2	1	569.4	0.02474
U2	1	610.7	5.82E-03
U2	1	654.9	5.06E-04
U2	1	702.3	0.00E+00
U2	1	753.1	0.00E+00
U2	1	807.7	0.00E+00
U2	1	866.1	0.00E+00
U2	1	928.8	0.00E+00
U2	1	996.1	0
U2	1	1068	0
U2	1	1146	0
U2	1	1228	0
U2	1	1317	0
U2	1	1413	0
U2	1	1515	0
U2	1	1625	0
U2	1	1742	0
U2	1	1868	0
U2	1	2004	0
U2	1	2149	0
U2	1	2304	0
U2	1	2471	0
U2	1	2650	0
U2	1	2842	0
U2	1	3048	0
U2	1	3268	0
U2	1	3505	0
U2	1	3759	0
U2	1	4031	0
U2	1	4323	0
U2	1	4635	0
U2	1	4971	0
U2	1	5331	0
U2	1	5717	0
U2	1	6131	0
U2	1	6575	0
U2	1	7051	0
U2	1	7561	0
U2	1	8108	0
U2	1	8695	0
U2	1	9325	0
U2	1	1.00E+04	0
U2	2	0.3	0
U2	2	0.3217	0
U2	2	0.345	0
U2	2	0.37	0
U2	2	0.3968	0
U2	2	0.4255	0
U2	2	0.4563	0
U2	2	0.4893	0
U2	2	0.5248	0
U2	2	0.5627	0
U2	2	0.6035	0
U2	2	0.6472	0
U2	2	0.694	0
U2	2	0.7443	0
U2	2	0.7982	0
U2	2	0.8559	0
U2	2	0.9179	0
U2	2	0.9844	0
U2	2	1.056	0
U2	2	1.132	0
U2	2	1.214	0
U2	2	1.302	0
U2	2	1.396	0
U2	2	1.497	0
U2	2	1.606	0
U2	2	1.722	0
U2	2	1.846	0
U2	2	1.98	0
U2	2	2.124	0
U2	2	2.277	0
U2	2	2.442	0
U2	2	2.619	0
U2	2	2.809	0
U2	2	3.012	0
U2	2	3.23	0
U2	2	3.464	0
U2	2	3.714	0
U2	2	3.983	0
U2	2	4.272	0
U2	2	4.581	0
U2	2	4.913	0
U2	2	5.268	0
U2	2	5.65	0
U2	2	6.059	0
U2	2	6.497	0
U2	2	6.968	0
U2	2	7.472	0
U2	2	8.013	0
U2	2	8.593	0
U2	2	9.215	0
U2	2	9.882	0
U2	2	10.6	0
U2	2	11.37	0
U2	2	12.19	0
U2	2	13.07	0
U2	2	14.02	0
U2	2	15.03	0
U2	2	16.12	0
U2	2	17.29	0
U2	2	18.54	0
U2	2	19.88	0
U2	2	21.32	0
U2	2	22.86	0
U2	2	24.52	0
U2	2	26.29	0
U2	2	28.2	0
U2	2	30.24	0
U2	2	32.43	0
U2	2	34.77	0
U2	2	37.29	0
U2	2	39.99	0
U2	2	42.89	0
U2	2	45.99	0
U2	2	49.32	0
U2	2	52.89	0
U2	2	56.72	0
U2	2	60.83	0
U2	2	65.23	0
U2	2	69.95	0
U2	2	75.02	0
U2	2	80.45	0
U2	2	86.27	0
U2	2	92.52	0
U2	2	99.21	0.1501
U2	2	106.4	1.381
U2	2	114.1	4.511
U2	2	122.4	8.51E+00
U2	2	131.2	11.64
U2	2	140.7	13.17
U2	2	150.9	13.14
U2	2	161.8	12
U2	2	173.5	10.28
U2	2	186.1	8.364
U2	2	199.6	6.401
U2	2	214	4.393
U2	2	229.5	2.589
U2	2	246.1	1.27E+00
U2	2	264	4.89E-01
U2	2	283.1	0.1271
U2	2	303.6	0.01543
U2	2	325.5	0.00E+00
U2	2	349.1	2.83E-02
U2	2	374.4	1.29E-01
U2	2	401.5	2.68E-01
U2	2	430.6	3.48E-01
U2	2	461.7	3.28E-01
U2	2	495.2	2.44E-01
U2	2	531	1.45E-01
U2	2	569.4	6.33E-02
U2	2	610.7	1.65E-02
U2	2	654.9	1.50E-03
U2	2	702.3	0
U2	2	753.1	0
U2	2	807.7	0
U2	2	866.1	0
U2	2	928.8	0
U2	2	996.1	0
U2	2	1068	0
U2	2	1146	0
U2	2	1228	0
U2	2	1317	0
U2	2	1413	0
U2	2	1515	0
U2	2	1625	0
U2	2	1742	0
U2	2	1868	0
U2	2	2004	0
U2	2	2149	0
U2	2	2304	0
U2	2	2471	0
U2	2	2650	0
U2	2	2842	0
U2	2	3048	0
U2	2	3268	0
U2	2	3505	0
U2	2	3759	0
U2	2	4031	0
U2	2	4323	0
U2	2	4635	0
U2	2	4971	0
U2	2	5331	0
U2	2	5717	0
U2	2	6131	0
U2	2	6575	0
U2	2	7051	0
U2	2	7561	0
U2	2	8108	0
U2	2	8695	0
U2	2	9325	0
U2	2	1.00E+04	0
U2	3	0.3	0
U2	3	0.3217	0
U2	3	0.345	0
U2	3	0.37	0
U2	3	0.3968	0
U2	3	0.4255	0
U2	3	0.4563	0
U2	3	0.4893	0
U2	3	0.5248	0
U2	3	0.5627	0
U2	3	0.6035	0
U2	3	0.6472	0
U2	3	0.694	0
U2	3	0.7443	0
U2	3	0.7982	0
U2	3	0.8559	0
U2	3	0.9179	0
U2	3	0.9844	0
U2	3	1.056	0
U2	3	1.132	0
U2	3	1.214	0
U2	3	1.302	0
U2	3	1.396	0
U2	3	1.497	0
U2	3	1.606	0
U2	3	1.722	0
U2	3	1.846	0
U2	3	1.98	0
U2	3	2.124	0
U2	3	2.277	0
U2	3	2.442	0
U2	3	2.619	0
U2	3	2.809	0
U2	3	3.012	0
U2	3	3.23	0
U2	3	3.464	0
U2	3	3.714	0
U2	3	3.983	0
U2	3	4.272	0
U2	3	4.581	0
U2	3	4.913	0
U2	3	5.268	0
U2	3	5.65	0
U2	3	6.059	0
U2	3	6.497	0
U2	3	6.968	0
U2	3	7.472	0
U2	3	8.013	0
U2	3	8.593	0
U2	3	9.215	0
U2	3	9.882	0
U2	3	10.6	0
U2	3	11.37	0
U2	3	12.19	0
U2	3	13.07	0
U2	3	14.02	0
U2	3	15.03	0
U2	3	16.12	0
U2	3	17.29	0
U2	3	18.54	0
U2	3	19.88	0
U2	3	21.32	0
U2	3	22.86	0
U2	3	24.52	0
U2	3	26.29	0
U2	3	28.2	0
U2	3	30.24	0
U2	3	32.43	0
U2	3	34.77	0
U2	3	37.29	0
U2	3	39.99	0
U2	3	42.89	0
U2	3	45.99	0
U2	3	49.32	0
U2	3	52.89	0
U2	3	56.72	0
U2	3	60.83	0
U2	3	65.23	0
U2	3	69.95	0
U2	3	75.02	0
U2	3	80.45	0
U2	3	86.27	0
U2	3	92.52	0
U2	3	99.21	0
U2	3	106.4	0
U2	3	114.1	0.6134
U2	3	122.4	2.846
U2	3	131.2	6.387
U2	3	140.7	9.801
U2	3	150.9	12.07
U2	3	161.8	12.95
U2	3	173.5	12.69
U2	3	186.1	11.7
U2	3	199.6	10.13
U2	3	214	7.94
U2	3	229.5	5.497
U2	3	246.1	3.353
U2	3	264	1.781
U2	3	283.1	0.7809
U2	3	303.6	0.2436
U2	3	325.5	0.03886
U2	3	349.1	0.02666
U2	3	374.4	0.1136
U2	3	401.5	0.2206
U2	3	430.6	0.2711
U2	3	461.7	0.245
U2	3	495.2	0.1742
U2	3	531	0.09745
U2	3	569.4	0.03865
U2	3	610.7	0.007779
U2	3	654.9	2.24E-06
U2	3	702.3	0
U2	3	753.1	0
U2	3	807.7	0
U2	3	866.1	0.00E+00
U2	3	928.8	0.00E+00
U2	3	996.1	0
U2	3	1068	0
U2	3	1146	0
U2	3	1228	0
U2	3	1317	0
U2	3	1413	0
U2	3	1515	0
U2	3	1625	0
U2	3	1742	0
U2	3	1868	0
U2	3	2004	0
U2	3	2149	0
U2	3	2304	0
U2	3	2471	0
U2	3	2650	0
U2	3	2842	0
U2	3	3048	0
U2	3	3268	0
U2	3	3505	0
U2	3	3759	0
U2	3	4031	0
U2	3	4323	0
U2	3	4635	0
U2	3	4971	0
U2	3	5331	0
U2	3	5717	0
U2	3	6131	0
U2	3	6575	0
U2	3	7051	0
U2	3	7561	0
U2	3	8108	0
U2	3	8695	0
U2	3	9325	0
U2	3	1.00E+04	0
S2	1	0.3	0
S2	1	0.3217	0
S2	1	0.345	0
S2	1	0.37	0
S2	1	0.3968	0
S2	1	0.4255	0
S2	1	0.4563	0
S2	1	0.4893	0
S2	1	0.5248	0
S2	1	0.5627	0
S2	1	0.6035	0
S2	1	0.6472	0
S2	1	0.694	0
S2	1	0.7443	0
S2	1	0.7982	0
S2	1	0.8559	0
S2	1	0.9179	0
S2	1	0.9844	0
S2	1	1.056	0
S2	1	1.132	0
S2	1	1.214	0
S2	1	1.302	0
S2	1	1.396	0
S2	1	1.497	0
S2	1	1.606	0
S2	1	1.722	0
S2	1	1.846	0
S2	1	1.98	0
S2	1	2.124	0
S2	1	2.277	0
S2	1	2.442	0
S2	1	2.619	0
S2	1	2.809	0
S2	1	3.012	0
S2	1	3.23	0
S2	1	3.464	0
S2	1	3.714	0
S2	1	3.983	0
S2	1	4.272	0
S2	1	4.581	0
S2	1	4.913	0
S2	1	5.268	0
S2	1	5.65	0
S2	1	6.059	0
S2	1	6.497	0
S2	1	6.968	0
S2	1	7.472	0
S2	1	8.013	0
S2	1	8.593	0
S2	1	9.215	0
S2	1	9.882	0
S2	1	10.6	0
S2	1	11.37	0
S2	1	12.19	0
S2	1	13.07	0
S2	1	14.02	0
S2	1	15.03	0
S2	1	16.12	0
S2	1	17.29	0
S2	1	18.54	0
S2	1	19.88	0
S2	1	21.32	0
S2	1	22.86	0
S2	1	24.52	0
S2	1	26.29	0
S2	1	28.2	0
S2	1	30.24	0
S2	1	32.43	0
S2	1	34.77	0
S2	1	37.29	0
S2	1	39.99	0
S2	1	42.89	0
S2	1	45.99	0
S2	1	49.32	0
S2	1	52.89	0
S2	1	56.72	0
S2	1	60.83	0
S2	1	65.23	0
S2	1	69.95	0
S2	1	75.02	0.5875
S2	1	80.45	2.771
S2	1	86.27	6.325
S2	1	92.52	9.826
S2	1	99.21	12.14
S2	1	106.4	12.91
S2	1	114.1	12.33
S2	1	122.4	10.86
S2	1	131.2	8.942
S2	1	140.7	6.945
S2	1	150.9	5.103
S2	1	161.8	3.538
S2	1	173.5	2.293
S2	1	186.1	1.357
S2	1	199.6	0.6929
S2	1	214	0.2665
S2	1	229.5	0.05977
S2	1	246.1	0.004346
S2	1	264	0
S2	1	283.1	0
S2	1	303.6	0
S2	1	325.5	0
S2	1	349.1	0
S2	1	374.4	0.02336
S2	1	401.5	0.1818
S2	1	430.6	0.501
S2	1	461.7	0.74
S2	1	495.2	0.7026
S2	1	531	0.4555
S2	1	569.4	0.1853
S2	1	610.7	0.03498
S2	1	654.9	1.67E-02
S2	1	702.3	0.0589
S2	1	753.1	0.08332
S2	1	807.7	0.0569
S2	1	866.1	0.01574
S2	1	928.8	0
S2	1	996.1	0
S2	1	1068	0
S2	1	1146	0
S2	1	1228	0
S2	1	1317	0
S2	1	1413	0
S2	1	1515	0
S2	1	1625	0
S2	1	1742	0
S2	1	1868	0
S2	1	2004	0
S2	1	2149	0
S2	1	2304	0
S2	1	2471	0
S2	1	2650	0
S2	1	2842	0
S2	1	3048	0
S2	1	3268	0
S2	1	3505	0
S2	1	3759	0
S2	1	4031	0
S2	1	4323	0
S2	1	4635	0
S2	1	4971	0
S2	1	5331	0
S2	1	5717	0
S2	1	6131	0
S2	1	6575	0
S2	1	7051	0
S2	1	7561	0
S2	1	8108	0
S2	1	8695	0
S2	1	9325	0
S2	1	1.00E+04	0
S2	2	0.3	0
S2	2	0.3217	0
S2	2	0.345	0
S2	2	0.37	0
S2	2	0.3968	0
S2	2	0.4255	0
S2	2	0.4563	0
S2	2	0.4893	0
S2	2	0.5248	0
S2	2	0.5627	0
S2	2	0.6035	0
S2	2	0.6472	0
S2	2	0.694	0
S2	2	0.7443	0
S2	2	0.7982	0
S2	2	0.8559	0
S2	2	0.9179	0
S2	2	0.9844	0
S2	2	1.056	0
S2	2	1.132	0
S2	2	1.214	0
S2	2	1.302	0
S2	2	1.396	0
S2	2	1.497	0
S2	2	1.606	0
S2	2	1.722	0
S2	2	1.846	0
S2	2	1.98	0
S2	2	2.124	0
S2	2	2.277	0
S2	2	2.442	0
S2	2	2.619	0
S2	2	2.809	0
S2	2	3.012	0
S2	2	3.23	0
S2	2	3.464	0
S2	2	3.714	0
S2	2	3.983	0
S2	2	4.272	0
S2	2	4.581	0
S2	2	4.913	0
S2	2	5.268	0
S2	2	5.65	0
S2	2	6.059	0
S2	2	6.497	0
S2	2	6.968	0
S2	2	7.472	0
S2	2	8.013	0
S2	2	8.593	0
S2	2	9.215	0
S2	2	9.882	0
S2	2	10.6	0
S2	2	11.37	0
S2	2	12.19	0
S2	2	13.07	0
S2	2	14.02	0
S2	2	15.03	0
S2	2	16.12	0
S2	2	17.29	0
S2	2	18.54	0
S2	2	19.88	0
S2	2	21.32	0
S2	2	22.86	0
S2	2	24.52	0
S2	2	26.29	0
S2	2	28.2	0
S2	2	30.24	0
S2	2	32.43	0
S2	2	34.77	0
S2	2	37.29	0
S2	2	39.99	0
S2	2	42.89	0
S2	2	45.99	0
S2	2	49.32	0
S2	2	52.89	0
S2	2	56.72	0
S2	2	60.83	0
S2	2	65.23	0
S2	2	69.95	0
S2	2	75.02	0
S2	2	80.45	0
S2	2	86.27	0
S2	2	92.52	0
S2	2	99.21	0
S2	2	106.4	0.841
S2	2	114.1	3.968
S2	2	122.4	8.908
S2	2	131.2	13.32
S2	2	140.7	15.5
S2	2	150.9	15.23
S2	2	161.8	13.15
S2	2	173.5	10.15
S2	2	186.1	6.985
S2	2	199.6	4.133
S2	2	214	1.904
S2	2	229.5	0.5776
S2	2	246.1	0.08449
S2	2	264	0
S2	2	283.1	0
S2	2	303.6	0
S2	2	325.5	0
S2	2	349.1	0
S2	2	374.4	0.06389
S2	2	401.5	0.3573
S2	2	430.6	0.8284
S2	2	461.7	1.089
S2	2	495.2	0.9327
S2	2	531	0.5358
S2	2	569.4	0.1844
S2	2	610.7	0.02722
S2	2	654.9	0
S2	2	702.3	0
S2	2	753.1	0.004115
S2	2	807.7	0.02031
S2	2	866.1	0.05337
S2	2	928.8	1.03E-01
S2	2	996.1	0.1606
S2	2	1068	0.2024
S2	2	1146	0.2103
S2	2	1228	0.1931
S2	2	1317	0.1539
S2	2	1413	0.08784
S2	2	1515	0.02767
S2	2	1625	0.003166
S2	2	1742	0
S2	2	1868	0
S2	2	2004	0
S2	2	2149	0
S2	2	2304	0
S2	2	2471	0
S2	2	2650	0
S2	2	2842	0
S2	2	3048	0
S2	2	3268	0
S2	2	3505	0
S2	2	3759	0
S2	2	4031	0
S2	2	4323	0
S2	2	4635	0
S2	2	4971	0
S2	2	5331	0
S2	2	5717	0
S2	2	6131	0
S2	2	6575	0
S2	2	7051	0
S2	2	7561	0
S2	2	8108	0
S2	2	8695	0
S2	2	9325	0
S2	2	1.00E+04	0
S2	3	0.3	0
S2	3	0.3217	0
S2	3	0.345	0
S2	3	0.37	0
S2	3	0.3968	0
S2	3	0.4255	0
S2	3	0.4563	0
S2	3	0.4893	0
S2	3	0.5248	0
S2	3	0.5627	0
S2	3	0.6035	0
S2	3	0.6472	0
S2	3	0.694	0
S2	3	0.7443	0
S2	3	0.7982	0
S2	3	0.8559	0
S2	3	0.9179	0
S2	3	0.9844	0
S2	3	1.056	0
S2	3	1.132	0
S2	3	1.214	0
S2	3	1.302	0
S2	3	1.396	0
S2	3	1.497	0
S2	3	1.606	0
S2	3	1.722	0
S2	3	1.846	0
S2	3	1.98	0
S2	3	2.124	0
S2	3	2.277	0
S2	3	2.442	0
S2	3	2.619	0
S2	3	2.809	0
S2	3	3.012	0
S2	3	3.23	0
S2	3	3.464	0
S2	3	3.714	0
S2	3	3.983	0
S2	3	4.272	0
S2	3	4.581	0
S2	3	4.913	0
S2	3	5.268	0
S2	3	5.65	0
S2	3	6.059	0
S2	3	6.497	0
S2	3	6.968	0
S2	3	7.472	0
S2	3	8.013	0
S2	3	8.593	0
S2	3	9.215	0
S2	3	9.882	0
S2	3	10.6	0
S2	3	11.37	0
S2	3	12.19	0
S2	3	13.07	0
S2	3	14.02	0
S2	3	15.03	0
S2	3	16.12	0
S2	3	17.29	0
S2	3	18.54	0
S2	3	19.88	0
S2	3	21.32	0
S2	3	22.86	0
S2	3	24.52	0
