Patient	Replicate	Size	Number
S4	1	30.24	0
S4	1	32.43	0
S4	1	34.77	0
S4	1	37.29	0
S4	1	39.99	0
S4	1	42.89	0
S4	1	45.99	0
S4	1	49.32	0
S4	1	52.89	0
S4	1	56.72	0
S4	1	60.83	0
S4	1	65.23	0
S4	1	69.95	0
S4	1	75.02	0
S4	1	80.45	0
S4	1	86.27	0
S4	1	92.52	0
S4	1	99.21	0
S4	1	106.4	0
S4	1	114.1	0.7443
S4	1	122.4	3.625
S4	1	131.2	8.357
S4	1	140.7	12.73
S4	1	150.9	15.03
S4	1	161.8	14.97
S4	1	173.5	13.15
S4	1	186.1	10.38
S4	1	199.6	7.253
S4	1	214	4.202
S4	1	229.5	1.839
S4	1	246.1	0.5324
S4	1	264	0.0741
S4	1	283.1	0
S4	1	303.6	0
S4	1	325.5	0
S4	1	349.1	0
S4	1	374.4	0.1355
S4	1	401.5	0.5647
S4	1	430.6	1.066
S4	1	461.7	1.258
S4	1	495.2	1.065
S4	1	531	0.6661
S4	1	569.4	0.2798
S4	1	610.7	0.07901
S4	1	654.9	0.1045
S4	1	702.3	0.2333
S4	1	753.1	0.3382
S4	1	807.7	0.3771
S4	1	866.1	0.3535
S4	1	928.8	0.2853
S4	1	996.1	0.1898
S4	1	1068	0.08934
S4	1	1146	0.02072
S4	1	1228	0
S4	1	1317	0
S4	1	1413	0
S4	1	1515	0
S4	1	1625	0
S4	1	1742	0
S4	1	1868	0
S4	1	2004	0
S4	1	2149	0
S4	1	2304	0
S4	1	2471	0
S4	1	2650	0
S4	1	2842	0
S4	1	3048	0
S4	1	3268	0
S4	1	3505	0
S4	1	3759	0
S4	1	4031	0
S4	1	4323	0
S4	1	4635	0
S4	1	4971	0
S4	1	5331	0
S4	1	5717	0
S4	1	6131	0
S4	1	6575	0
S4	1	7051	0
S4	1	7561	0
S4	1	8108	0
S4	1	8695	0
S4	1	9325	0
S4	1	1.00E+04	0
S4	2	0.3	0
S4	2	0.3217	0
S4	2	0.345	0
S4	2	0.37	0
S4	2	0.3968	0
S4	2	0.4255	0
S4	2	0.4563	0
S4	2	0.4893	0
S4	2	0.5248	0
S4	2	0.5627	0
S4	2	0.6035	0
S4	2	0.6472	0
S4	2	0.694	0
S4	2	0.7443	0
S4	2	0.7982	0
S4	2	0.8559	0
S4	2	0.9179	0
S4	2	0.9844	0
S4	2	1.056	0
S4	2	1.132	0
S4	2	1.214	0
S4	2	1.302	0
S4	2	1.396	0
S4	2	1.497	0
S4	2	1.606	0
S4	2	1.722	0
S4	2	1.846	0
S4	2	1.98	0
S4	2	2.124	0
S4	2	2.277	0
S4	2	2.442	0
S4	2	2.619	0
S4	2	2.809	0
S4	2	3.012	0
S4	2	3.23	0
S4	2	3.464	0
S4	2	3.714	0
S4	2	3.983	0
S4	2	4.272	0
S4	2	4.581	0
S4	2	4.913	0
S4	2	5.268	0
S4	2	5.65	0
S4	2	6.059	0
S4	2	6.497	0
S4	2	6.968	0
S4	2	7.472	0
S4	2	8.013	0
S4	2	8.593	0
S4	2	9.215	0
S4	2	9.882	0
S4	2	10.6	0
S4	2	11.37	0
S4	2	12.19	0
S4	2	13.07	0
S4	2	14.02	0
S4	2	15.03	0
S4	2	16.12	0
S4	2	17.29	0
S4	2	18.54	0
S4	2	19.88	0
S4	2	21.32	0
S4	2	22.86	0
S4	2	24.52	0
S4	2	26.29	0
S4	2	28.2	0
S4	2	30.24	0
S4	2	32.43	0
S4	2	34.77	0
S4	2	37.29	0.9082
S4	2	39.99	4.516
S4	2	42.89	10.43
S4	2	45.99	15.53
S4	2	49.32	17.51
S4	2	52.89	16.33
S4	2	56.72	13.18
S4	2	60.83	9.395
S4	2	65.23	5.952
S4	2	69.95	3.324
S4	2	75.02	1.595
S4	2	80.45	0.6222
S4	2	86.27	0.1749
S4	2	92.52	0.026
S4	2	99.21	0
S4	2	106.4	0
S4	2	114.1	0
S4	2	122.4	0
S4	2	131.2	0
S4	2	140.7	0
S4	2	150.9	0
S4	2	161.8	0
S4	2	173.5	0
S4	2	186.1	0.001493
S4	2	199.6	0.009849
S4	2	214	0.02901
S4	2	229.5	0.05345
S4	2	246.1	0.07341
S4	2	264	0.08297
S4	2	283.1	0.07961
S4	2	303.6	0.06347
S4	2	325.5	0.03863
S4	2	349.1	0.01511
S4	2	374.4	0.002694
S4	2	401.5	0
S4	2	430.6	0
S4	2	461.7	0
S4	2	495.2	0
S4	2	531	0
S4	2	569.4	0
S4	2	610.7	0
S4	2	654.9	0
S4	2	702.3	0
S4	2	753.1	0.0002183
S4	2	807.7	0.001164
S4	2	866.1	0.002937
S4	2	928.8	0.005122
S4	2	996.1	0.00731
S4	2	1068	0.008631
S4	2	1146	0.008356
S4	2	1228	0.007092
S4	2	1317	0.005369
S4	2	1413	0.003108
S4	2	1515	0.001096
S4	2	1625	0.0001691
S4	2	1742	0
S4	2	1868	0
S4	2	2004	0
S4	2	2149	0
S4	2	2304	0
S4	2	2471	0
S4	2	2650	0
S4	2	2842	0
S4	2	3048	0
S4	2	3268	0
S4	2	3505	0
S4	2	3759	0
S4	2	4031	0
S4	2	4323	0
S4	2	4635	0
S4	2	4971	0
S4	2	5331	0
S4	2	5717	0
S4	2	6131	0
S4	2	6575	0
S4	2	7051	0
S4	2	7561	0
S4	2	8108	0
S4	2	8695	0
S4	2	9325	0
S4	2	1.00E+04	0
S4	3	0.3	0
S4	3	0.3217	0
S4	3	0.345	0
S4	3	0.37	0
S4	3	0.3968	0
S4	3	0.4255	0
S4	3	0.4563	0
S4	3	0.4893	0
S4	3	0.5248	0
S4	3	0.5627	0
S4	3	0.6035	0
S4	3	0.6472	0
S4	3	0.694	0
S4	3	0.7443	0
S4	3	0.7982	0
S4	3	0.8559	0
S4	3	0.9179	0
S4	3	0.9844	0
S4	3	1.056	0
S4	3	1.132	0
S4	3	1.214	0
S4	3	1.302	0
S4	3	1.396	0
S4	3	1.497	0
S4	3	1.606	0
S4	3	1.722	0
S4	3	1.846	0
S4	3	1.98	0
S4	3	2.124	0
S4	3	2.277	0
S4	3	2.442	0
S4	3	2.619	0
S4	3	2.809	0
S4	3	3.012	0
S4	3	3.23	0
S4	3	3.464	0
S4	3	3.714	0
S4	3	3.983	0
S4	3	4.272	0
S4	3	4.581	0
S4	3	4.913	0
S4	3	5.268	0
S4	3	5.65	0
S4	3	6.059	0
S4	3	6.497	0
S4	3	6.968	0
S4	3	7.472	0
S4	3	8.013	0
S4	3	8.593	0
S4	3	9.215	0
S4	3	9.882	0
S4	3	10.6	0
S4	3	11.37	0
S4	3	12.19	0
S4	3	13.07	0
S4	3	14.02	0
S4	3	15.03	0
S4	3	16.12	0
S4	3	17.29	0
S4	3	18.54	0
S4	3	19.88	0
S4	3	21.32	0
S4	3	22.86	0
S4	3	24.52	0
S4	3	26.29	0
S4	3	28.2	0
S4	3	30.24	0
S4	3	32.43	0
S4	3	34.77	0
S4	3	37.29	0
S4	3	39.99	0
S4	3	42.89	0
S4	3	45.99	0
S4	3	49.32	0
S4	3	52.89	0
S4	3	56.72	0
S4	3	60.83	0
S4	3	65.23	0
S4	3	69.95	0
S4	3	75.02	0.3841
S4	3	80.45	2.928
S4	3	86.27	8.544
S4	3	92.52	14.42
S4	3	99.21	17.37
S4	3	106.4	16.86
S4	3	114.1	13.98
S4	3	122.4	10.15
S4	3	131.2	6.495
S4	3	140.7	3.607
S4	3	150.9	1.667
S4	3	161.8	0.5823
S4	3	173.5	0.1243
S4	3	186.1	0.009275
S4	3	199.6	0
S4	3	214	0
S4	3	229.5	0
S4	3	246.1	0
S4	3	264	0
S4	3	283.1	0
S4	3	303.6	0
S4	3	325.5	0
S4	3	349.1	0
S4	3	374.4	0.06137
S4	3	401.5	0.2656
S4	3	430.6	0.5214
S4	3	461.7	0.6387
S4	3	495.2	0.561
S4	3	531	0.3669
S4	3	569.4	0.1641
S4	3	610.7	0.04291
S4	3	654.9	0.02755
S4	3	702.3	0.05713
S4	3	753.1	0.07048
S4	3	807.7	0.05504
S4	3	866.1	0.02844
S4	3	928.8	0.01083
S4	3	996.1	0.003451
S4	3	1068	0.000602
S4	3	1146	0
S4	3	1228	0
S4	3	1317	0
S4	3	1413	0
S4	3	1515	0
S4	3	1625	0
S4	3	1742	0
S4	3	1868	0
S4	3	2004	0
S4	3	2149	0
S4	3	2304	0
S4	3	2471	0
S4	3	2650	0
S4	3	2842	0
S4	3	3048	0
S4	3	3268	0
S4	3	3505	0
S4	3	3759	0
S4	3	4031	0
S4	3	4323	0
S4	3	4635	0
S4	3	4971	0
S4	3	5331	0
S4	3	5717	0
S4	3	6131	0
S4	3	6575	0
S4	3	7051	0
S4	3	7561	0
S4	3	8108	0
S4	3	8695	0
S4	3	9325	0
S4	3	1.00E+04	0
B4	1	0.3	0
B4	1	0.3217	0
B4	1	0.345	0
B4	1	0.37	0
B4	1	0.3968	0
B4	1	0.4255	0
B4	1	0.4563	0
B4	1	0.4893	0
B4	1	0.5248	0
B4	1	0.5627	0
B4	1	0.6035	0
B4	1	0.6472	0
B4	1	0.694	0
B4	1	0.7443	0
B4	1	0.7982	0
B4	1	0.8559	0
B4	1	0.9179	0
B4	1	0.9844	0
B4	1	1.056	0
B4	1	1.132	0
B4	1	1.214	0
B4	1	1.302	0
B4	1	1.396	0
B4	1	1.497	0
B4	1	1.606	0
B4	1	1.722	0
B4	1	1.846	0
B4	1	1.98	0
B4	1	2.124	0
B4	1	2.277	0
B4	1	2.442	0
B4	1	2.619	0
B4	1	2.809	0
B4	1	3.012	0
B4	1	3.23	0
B4	1	3.464	0
B4	1	3.714	0
B4	1	3.983	0
B4	1	4.272	0
B4	1	4.581	0
B4	1	4.913	0
B4	1	5.268	0
B4	1	5.65	0
B4	1	6.059	0
B4	1	6.497	0
B4	1	6.968	0
B4	1	7.472	0
B4	1	8.013	0
B4	1	8.593	0.6854
B4	1	9.215	4.106
B4	1	9.882	10.5
B4	1	10.6	16.21
B4	1	11.37	18.19
B4	1	12.19	16.61
B4	1	13.07	13.06
B4	1	14.02	9.099
B4	1	15.03	5.688
B4	1	16.12	3.191
B4	1	17.29	1.589
B4	1	18.54	0.684
B4	1	19.88	0.2406
B4	1	21.32	0.06148
B4	1	22.86	0.008402
B4	1	24.52	0
B4	1	26.29	0
B4	1	28.2	0
B4	1	30.24	0
B4	1	32.43	0.0005566
B4	1	34.77	0.002536
B4	1	37.29	0.005548
B4	1	39.99	0.008223
B4	1	42.89	0.009671
B4	1	45.99	0.009775
B4	1	49.32	0.008868
B4	1	52.89	0.007407
B4	1	56.72	0.005784
B4	1	60.83	0.004266
B4	1	65.23	0.00299
B4	1	69.95	0.001997
B4	1	75.02	0.001273
B4	1	80.45	0.0007733
B4	1	86.27	0.0004463
B4	1	92.52	0.000243
B4	1	99.21	0.0001235
B4	1	106.4	5.75E-05
B4	1	114.1	2.37E-05
B4	1	122.4	8.20E-06
B4	1	131.2	2.10E-06
B4	1	140.7	2.91E-07
B4	1	150.9	0
B4	1	161.8	1.74E-08
B4	1	173.5	9.44E-08
B4	1	186.1	2.46E-07
B4	1	199.6	4.11E-07
B4	1	214	4.97E-07
B4	1	229.5	4.61E-07
B4	1	246.1	3.32E-07
B4	1	264	1.79E-07
B4	1	283.1	6.39E-08
B4	1	303.6	1.08E-08
B4	1	325.5	0
B4	1	349.1	0
B4	1	374.4	0
B4	1	401.5	0
B4	1	430.6	1.75E-08
B4	1	461.7	6.23E-08
B4	1	495.2	9.09E-08
B4	1	531	6.70E-08
B4	1	569.4	2.30E-08
B4	1	610.7	2.10E-09
B4	1	654.9	0
B4	1	702.3	0
B4	1	753.1	0
B4	1	807.7	0
B4	1	866.1	0
B4	1	928.8	0
B4	1	996.1	0
B4	1	1068	0
B4	1	1146	0
B4	1	1228	0
B4	1	1317	0
B4	1	1413	0
B4	1	1515	0
B4	1	1625	0
B4	1	1742	0
B4	1	1868	0
B4	1	2004	0
B4	1	2149	0
B4	1	2304	0
B4	1	2471	0
B4	1	2650	0
B4	1	2842	0
B4	1	3048	0
B4	1	3268	0
B4	1	3505	0
B4	1	3759	0
B4	1	4031	0
B4	1	4323	0
B4	1	4635	0
B4	1	4971	0
B4	1	5331	0
B4	1	5717	0
B4	1	6131	0
B4	1	6575	0
B4	1	7051	0
B4	1	7561	0
B4	1	8108	0
B4	1	8695	0
B4	1	9325	0
B4	1	1.00E+04	0
B4	2	0.3	0
B4	2	0.3217	0
B4	2	0.345	0
B4	2	0.37	0
B4	2	0.3968	0
B4	2	0.4255	0
B4	2	0.4563	0
B4	2	0.4893	0
B4	2	0.5248	0
B4	2	0.5627	0
B4	2	0.6035	0
B4	2	0.6472	0
B4	2	0.694	0
B4	2	0.7443	0
B4	2	0.7982	0
B4	2	0.8559	0
B4	2	0.9179	0
B4	2	0.9844	0
B4	2	1.056	0
B4	2	1.132	0
B4	2	1.214	0
B4	2	1.302	0
B4	2	1.396	0
B4	2	1.497	0
B4	2	1.606	0
B4	2	1.722	0
B4	2	1.846	0
B4	2	1.98	0
B4	2	2.124	0
B4	2	2.277	0
B4	2	2.442	0
B4	2	2.619	0
B4	2	2.809	0
B4	2	3.012	0
B4	2	3.23	0
B4	2	3.464	0
B4	2	3.714	0
B4	2	3.983	0
B4	2	4.272	0
B4	2	4.581	0
B4	2	4.913	0
B4	2	5.268	0
B4	2	5.65	0
B4	2	6.059	0
B4	2	6.497	0
B4	2	6.968	0
B4	2	7.472	1.8
B4	2	8.013	7.249
B4	2	8.593	13.62
B4	2	9.215	17.11
B4	2	9.882	17
B4	2	10.6	14.46
B4	2	11.37	10.95
B4	2	12.19	7.537
B4	2	13.07	4.765
B4	2	14.02	2.773
B4	2	15.03	1.478
B4	2	16.12	0.7112
B4	2	17.29	0.3009
B4	2	18.54	0.106
B4	2	19.88	0.02769
B4	2	21.32	0.003937
B4	2	22.86	0
B4	2	24.52	0.0004146
B4	2	26.29	0.002295
B4	2	28.2	0.00594
B4	2	30.24	0.01004
B4	2	32.43	0.01306
B4	2	34.77	0.01437
B4	2	37.29	0.01407
B4	2	39.99	0.01264
B4	2	42.89	0.01061
B4	2	45.99	0.00843
B4	2	49.32	0.006386
B4	2	52.89	0.004637
B4	2	56.72	0.00324
B4	2	60.83	0.002183
B4	2	65.23	0.001419
B4	2	69.95	0.0008892
B4	2	75.02	0.0005366
B4	2	80.45	0.0003108
B4	2	86.27	0.0001719
B4	2	92.52	9.00E-05
B4	2	99.21	4.41E-05
B4	2	106.4	1.98E-05
B4	2	114.1	7.89E-06
B4	2	122.4	2.62E-06
B4	2	131.2	6.41E-07
B4	2	140.7	8.46E-08
B4	2	150.9	1.33E-08
B4	2	161.8	6.46E-08
B4	2	173.5	1.54E-07
B4	2	186.1	2.51E-07
B4	2	199.6	3.20E-07
B4	2	214	3.27E-07
B4	2	229.5	2.71E-07
B4	2	246.1	1.82E-07
B4	2	264	9.39E-08
B4	2	283.1	3.29E-08
B4	2	303.6	5.63E-09
B4	2	325.5	0
B4	2	349.1	0
B4	2	374.4	0
B4	2	401.5	0
B4	2	430.6	6.45E-09
B4	2	461.7	2.45E-08
B4	2	495.2	3.97E-08
B4	2	531	3.55E-08
B4	2	569.4	1.76E-08
B4	2	610.7	3.76E-09
B4	2	654.9	0
B4	2	702.3	0
B4	2	753.1	0
B4	2	807.7	0
B4	2	866.1	0
B4	2	928.8	0
B4	2	996.1	0
B4	2	1068	0
B4	2	1146	0
B4	2	1228	0
B4	2	1317	0
B4	2	1413	0
B4	2	1515	0
B4	2	1625	0
B4	2	1742	0
B4	2	1868	0
B4	2	2004	0
B4	2	2149	0
B4	2	2304	0
B4	2	2471	0
B4	2	2650	0
B4	2	2842	0
B4	2	3048	0
B4	2	3268	0
B4	2	3505	0
B4	2	3759	0
B4	2	4031	0
B4	2	4323	0
B4	2	4635	0
B4	2	4971	0
B4	2	5331	0
B4	2	5717	0
B4	2	6131	0
B4	2	6575	0
B4	2	7051	0
B4	2	7561	0
B4	2	8108	0
B4	2	8695	0
B4	2	9325	0
B4	2	1.00E+04	0
B4	3	0.3	0
B4	3	0.3217	0
B4	3	0.345	0
B4	3	0.37	0
B4	3	0.3968	0
B4	3	0.4255	0
B4	3	0.4563	0
B4	3	0.4893	0
B4	3	0.5248	0
B4	3	0.5627	0
B4	3	0.6035	0
B4	3	0.6472	0
B4	3	0.694	0
B4	3	0.7443	0
B4	3	0.7982	0
B4	3	0.8559	0
B4	3	0.9179	0
B4	3	0.9844	0
B4	3	1.056	0
B4	3	1.132	0
B4	3	1.214	0
B4	3	1.302	0
B4	3	1.396	0
B4	3	1.497	0
B4	3	1.606	0
B4	3	1.722	0
B4	3	1.846	0
B4	3	1.98	0
B4	3	2.124	0
B4	3	2.277	0
B4	3	2.442	0
B4	3	2.619	0
B4	3	2.809	0
B4	3	3.012	0
B4	3	3.23	0
B4	3	3.464	0
B4	3	3.714	0
B4	3	3.983	0
B4	3	4.272	0
B4	3	4.581	0
B4	3	4.913	0
B4	3	5.268	0
B4	3	5.65	0
B4	3	6.059	0
B4	3	6.497	0
B4	3	6.968	0
B4	3	7.472	0
B4	3	8.013	0.5566
B4	3	8.593	4.297
B4	3	9.215	12.02
B4	3	9.882	18.72
B4	3	10.6	20.22
B4	3	11.37	17.26
B4	3	12.19	12.38
B4	3	13.07	7.637
B4	3	14.02	4.066
B4	3	15.03	1.832
B4	3	16.12	0.6636
B4	3	17.29	0.1721
B4	3	18.54	0.02358
B4	3	19.88	0
B4	3	21.32	0
B4	3	22.86	0
B4	3	24.52	0
B4	3	26.29	0.001145
B4	3	28.2	0.005347
B4	3	30.24	0.01191
B4	3	32.43	0.01778
B4	3	34.77	0.02083
B4	3	37.29	0.02083
B4	3	39.99	0.01861
B4	3	42.89	0.01525
B4	3	45.99	0.01166
B4	3	49.32	0.008409
B4	3	52.89	0.005752
B4	3	56.72	0.003748
B4	3	60.83	0.002331
B4	3	65.23	0.001384
B4	3	69.95	0.0007834
B4	3	75.02	0.000422
B4	3	80.45	0.000216
B4	3	86.27	0.0001054
B4	3	92.52	4.98E-05
B4	3	99.21	2.41E-05
B4	3	106.4	1.34E-05
B4	3	114.1	9.31E-06
B4	3	122.4	7.80E-06
B4	3	131.2	6.97E-06
B4	3	140.7	6.13E-06
B4	3	150.9	5.14E-06
B4	3	161.8	4.08E-06
B4	3	173.5	3.04E-06
B4	3	186.1	2.11E-06
B4	3	199.6	1.32E-06
B4	3	214	6.83E-07
B4	3	229.5	2.57E-07
B4	3	246.1	5.74E-08
B4	3	264	4.34E-09
B4	3	283.1	0
B4	3	303.6	0
B4	3	325.5	0
B4	3	349.1	0
B4	3	374.4	2.79E-08
B4	3	401.5	1.27E-07
B4	3	430.6	2.57E-07
B4	3	461.7	3.16E-07
B4	3	495.2	2.66E-07
B4	3	531	1.56E-07
B4	3	569.4	5.72E-08
B4	3	610.7	9.54E-09
B4	3	654.9	0
B4	3	702.3	0
B4	3	753.1	0
B4	3	807.7	0
B4	3	866.1	0
B4	3	928.8	0
B4	3	996.1	0
B4	3	1068	0
B4	3	1146	0
B4	3	1228	0
B4	3	1317	0
B4	3	1413	0
B4	3	1515	0
B4	3	1625	0
B4	3	1742	0
B4	3	1868	0
B4	3	2004	0
B4	3	2149	0
B4	3	2304	0
B4	3	2471	0
B4	3	2650	0
B4	3	2842	0
B4	3	3048	0
B4	3	3268	0
B4	3	3505	0
B4	3	3759	0
B4	3	4031	0
B4	3	4323	0
B4	3	4635	0
B4	3	4971	0
B4	3	5331	0
B4	3	5717	0
B4	3	6131	0
B4	3	6575	0
B4	3	7051	0
B4	3	7561	0
B4	3	8108	0
B4	3	8695	0
B4	3	9325	0
B4	3	1.00E+04	0
